machine_id,machine_type,air_temperature,process_temperature,rotational_speed,torque,tool_wear,health
H36984,H,300.2,311.0,1777,27.5,151,Medium
L54751,L,300.3,311.1,1606,30.9,156,Medium
L54752,L,300.3,311.1,1676,28.6,158,Medium
L54753,L,300.3,311.1,1605,37.1,160,Medium
L54754,L,300.4,311.1,1487,37.4,162,Medium
L54755,L,300.4,311.2,1471,46.5,164,Medium
M22436,M,300.3,311.1,1477,44.2,166,Medium
L54757,L,300.4,311.2,1530,32.0,169,Medium
L54758,L,300.4,311.2,1673,28.9,171,Medium
L54759,L,300.4,311.2,1436,56.8,173,Medium
L54760,L,300.4,311.3,1495,51.2,175,Medium
M22441,M,300.4,311.2,1366,56.1,177,Medium
H36996,H,300.4,311.2,1489,45.3,180,Critical
L54763,L,300.3,311.1,1480,46.6,185,Critical
L54764,L,300.4,311.2,1472,37.3,187,Critical
L54765,L,300.4,311.1,1397,50.8,189,Critical
L54766,L,300.4,311.1,1589,35.5,191,Critical
L54767,L,300.4,311.1,1405,54.1,193,Critical
L54768,L,300.4,311.1,2013,20.1,195,Critical
L54769,L,300.4,311.0,1802,26.0,197,Critical
M22450,M,300.4,311.0,1433,46.1,199,Critical
M22451,M,300.5,311.1,1296,61.3,202,Critical
M22452,M,300.5,311.2,1551,36.6,205,Critical
L54773,L,300.5,311.2,1270,67.5,208,Critical
L54774,L,300.6,311.3,1531,38.5,0,Healthy
H37009,H,300.5,311.2,1397,45.2,2,Healthy
L54776,L,300.5,311.1,1547,37.2,7,Healthy
L54777,L,300.5,311.0,2074,18.9,9,Healthy
L54778,L,300.5,311.1,1491,42.6,11,Healthy
L54779,L,300.5,311.0,1759,28.3,13,Healthy
M22460,M,300.4,311.0,1595,35.4,15,Healthy
L54781,L,300.4,311.2,1351,62.0,18,Healthy
L54782,L,300.4,311.2,1705,28.7,20,Healthy
L54783,L,300.4,311.2,1406,43.6,22,Healthy
L54784,L,300.4,311.3,1639,34.6,24,Healthy
H37019,H,300.4,311.3,2026,20.3,26,Healthy
M22466,M,300.4,311.3,1350,56.5,31,Healthy
M22467,M,300.5,311.3,1468,41.1,34,Healthy
L54788,L,300.5,311.4,1642,27.1,37,Healthy
L54789,L,300.5,311.3,1490,41.8,39,Healthy
M22470,M,300.5,311.3,1507,43.4,41,Healthy
L54791,L,300.5,311.4,1611,32.7,44,Healthy
M22472,M,300.5,311.4,1743,27.6,46,Healthy
L54793,L,300.5,311.3,1475,46.3,49,Healthy
L54794,L,300.5,311.4,1432,47.5,51,Healthy
L54795,L,300.5,311.4,1442,47.0,53,Healthy
M22476,M,300.6,311.4,1468,40.4,55,Healthy
L54797,L,300.5,311.4,1556,45.3,58,Healthy
M22478,M,300.5,311.4,1312,51.4,60,Healthy
L54799,L,300.6,311.5,1459,47.0,63,Healthy
L54800,L,300.5,311.5,1651,36.9,65,Healthy
L54801,L,300.5,311.5,1490,38.4,67,Healthy
M22482,M,300.6,311.6,1473,31.5,69,Healthy
L54803,L,300.6,311.7,1734,29.9,72,Healthy
L54804,L,300.6,311.7,1507,45.5,74,Healthy
L54805,L,300.6,311.7,1556,34.9,76,Healthy
H37040,H,300.5,311.6,1351,53.5,78,Healthy
L54807,L,300.5,311.7,1445,44.8,83,Medium
L54808,L,300.5,311.7,1619,32.7,85,Medium
M22489,M,300.5,311.7,1269,64.0,87,Medium
L54810,L,300.5,311.6,1534,37.7,90,Medium
L54811,L,300.5,311.6,1444,49.3,92,Medium
L54812,L,300.5,311.6,1744,26.8,94,Medium
L54813,L,300.4,311.5,1441,44.6,96,Medium
M22494,M,300.3,311.3,1506,40.7,98,Medium
L54815,L,300.3,311.4,1526,38.5,101,Medium
L54816,L,300.4,311.5,1704,29.7,103,Medium
H37051,H,300.4,311.4,1445,52.4,105,Medium
L54818,L,300.5,311.5,1661,35.9,110,Medium
L54819,L,300.5,311.4,1466,41.8,112,Medium
L54820,L,300.4,311.3,1608,35.1,114,Medium
M22501,M,300.4,311.4,1352,57.3,116,Medium
M22502,M,300.4,311.4,1604,31.7,119,Medium
H37057,H,300.4,311.4,1427,50.7,122,Medium
L54824,L,300.4,311.4,1424,44.6,127,Medium
L54825,L,300.4,311.4,1662,29.3,129,Medium
L54826,L,300.4,311.4,1936,23.9,131,Medium
L54827,L,300.4,311.4,1728,31.7,133,Medium
L54828,L,300.4,311.4,1552,28.8,135,Medium
H37063,H,300.4,311.5,1662,29.0,137,Medium
L54830,L,300.3,311.4,1343,57.7,142,Medium
M22511,M,300.4,311.5,1476,32.6,144,Medium
L54832,L,300.3,311.4,1346,51.1,147,Medium
L54833,L,300.4,311.5,1492,44.6,149,Medium
M22514,M,300.3,311.5,1540,41.5,151,Medium
L54835,L,300.4,311.5,1596,32.5,154,Medium
L54836,L,300.5,311.6,1541,47.8,156,Medium
L54837,L,300.5,311.6,1661,30.0,158,Medium
M22518,M,300.4,311.6,1359,55.4,160,Medium
L54839,L,300.5,311.6,1528,42.4,163,Medium
M22520,M,300.5,311.6,1246,52.9,165,Medium
L54841,L,300.5,311.6,1575,32.5,168,Medium
M22522,M,300.5,311.6,1658,30.4,170,Medium
L54843,L,300.5,311.6,1385,54.8,173,Medium
H37078,H,300.5,311.7,1454,50.3,175,Medium
L54845,L,300.5,311.6,1497,40.5,180,Critical
M22526,M,300.6,311.7,1424,50.8,182,Critical
L54847,L,300.6,311.7,1528,43.9,185,Critical
L54848,L,300.6,311.8,1539,37.0,187,Critical
L54849,L,300.7,311.8,1336,58.4,189,Critical
L54850,L,300.5,311.6,1525,37.6,191,Critical
M22531,M,300.5,311.6,1456,51.1,193,Critical
M22532,M,300.5,311.7,2141,17.2,196,Critical
M22533,M,300.5,311.6,1476,39.1,199,Critical
L54854,L,300.5,311.6,1509,47.2,202,Critical
L54855,L,300.5,311.6,1447,45.4,204,Critical
L54856,L,300.6,311.7,1448,49.1,206,Critical
L54857,L,300.6,311.7,1428,52.6,208,Critical
M22538,M,300.6,311.7,1389,52.1,210,Critical
L54859,L,300.7,311.7,1635,32.4,213,Critical
L54860,L,300.7,311.7,1395,43.7,215,Critical
L54861,L,300.7,311.8,1443,43.7,217,Critical
M22542,M,300.7,311.7,1412,49.1,219,Critical
L54863,L,300.7,311.7,1524,43.5,222,Critical
M22544,M,300.7,311.8,1407,42.4,224,Critical
L54865,L,300.8,311.7,1397,43.5,227,Critical
M22546,M,300.7,311.7,1504,36.9,229,Critical
M22547,M,300.7,311.7,2097,18.9,232,Critical
L54868,L,300.6,311.7,1553,39.8,0,Healthy
L54869,L,300.6,311.7,1432,39.2,2,Healthy
M22550,M,300.5,311.6,1577,36.5,4,Healthy
M22551,M,300.5,311.5,1370,56.1,7,Healthy
H37106,H,300.5,311.6,1506,36.2,10,Healthy
L54873,L,300.6,311.6,1964,21.4,15,Healthy
H37108,H,300.6,311.7,1500,36.7,17,Healthy
L54875,L,300.6,311.7,1488,47.7,22,Healthy
H37110,H,300.6,311.5,1282,60.2,24,Healthy
L54877,L,300.5,311.4,1400,45.1,29,Healthy
L54878,L,300.6,311.5,1419,38.6,31,Healthy
M22559,M,300.7,311.5,1441,40.6,33,Healthy
M22560,M,300.7,311.6,1348,62.5,36,Healthy
H37115,H,300.8,311.7,1468,38.7,39,Healthy
M22562,M,300.7,311.7,1701,30.8,44,Healthy
H37117,H,300.7,311.7,1864,23.6,47,Healthy
M22564,M,300.6,311.6,1630,31.8,52,Healthy
L54885,L,300.5,311.5,1316,49.7,55,Healthy
L54886,L,300.5,311.5,1708,31.2,57,Healthy
H37121,H,300.5,311.4,1679,27.5,59,Healthy
L54888,L,300.5,311.4,1709,32.3,64,Healthy
L54889,L,300.5,311.4,1445,41.5,66,Healthy
M22570,M,300.5,311.4,1390,51.9,68,Healthy
L54891,L,300.4,311.4,1309,55.5,71,Healthy
L54892,L,300.5,311.5,1499,37.6,73,Healthy
M22573,M,300.5,311.4,2072,18.8,75,Healthy
L54894,L,300.5,311.5,1487,43.0,78,Healthy
L54895,L,300.5,311.5,1302,49.6,80,Medium
M22576,M,300.5,311.5,1378,48.2,82,Medium
L54897,L,300.5,311.6,1365,53.0,85,Medium
H37132,H,300.6,311.7,1427,44.6,87,Medium
H37133,H,300.6,311.7,1535,33.3,92,Medium
H37134,H,300.5,311.6,1476,41.7,97,Medium
L54901,L,300.5,311.6,1425,42.4,102,Medium
L54902,L,300.5,311.7,1409,54.7,104,Medium
L54903,L,300.5,311.6,1730,30.2,106,Medium
M22584,M,300.5,311.6,1454,41.4,108,Medium
L54905,L,300.6,311.7,1744,26.9,111,Medium
M22586,M,300.8,311.9,1761,29.0,113,Medium
M22587,M,300.7,311.9,1657,30.9,116,Medium
L54908,L,300.7,311.8,1420,47.0,119,Medium
H37143,H,300.7,311.9,1329,59.2,121,Medium
L54910,L,300.6,311.9,1472,44.2,126,Medium
L54911,L,300.6,312.0,1566,30.1,128,Medium
L54912,L,300.6,312.0,1430,42.7,130,Medium
L54913,L,300.6,312.0,1481,40.9,132,Medium
L54914,L,300.6,312.0,1670,29.4,134,Medium
L54915,L,300.6,312.0,1406,55.1,136,Medium
H37150,H,300.6,312.1,1354,46.9,138,Medium
M22597,M,300.5,312.0,1985,19.3,143,Medium
M22598,M,300.5,312.0,1263,60.8,146,Medium
L54919,L,300.5,311.9,1576,31.1,149,Medium
L54920,L,300.5,312.0,1453,45.1,151,Medium
L54921,L,300.5,312.0,1478,39.0,153,Medium
M22602,M,300.5,311.9,1323,57.9,155,Medium
L54923,L,300.5,311.9,1710,28.4,158,Medium
L54924,L,300.4,311.7,1314,59.5,160,Medium
L54925,L,300.4,311.7,1460,39.6,162,Medium
M22606,M,300.4,311.7,1508,45.4,164,Medium
M22607,M,300.5,311.8,1331,55.3,167,Medium
L54928,L,300.4,311.7,1515,47.4,170,Medium
L54929,L,300.4,311.6,1674,33.0,172,Medium
L54930,L,300.4,311.7,1444,51.2,174,Medium
M22611,M,300.4,311.7,1398,42.6,176,Medium
M22612,M,300.4,311.7,1832,24.2,179,Medium
M22613,M,300.5,311.8,1591,42.0,182,Critical
M22614,M,300.4,311.7,1478,39.9,185,Critical
M22615,M,300.4,311.8,1362,47.6,188,Critical
L54936,L,300.5,311.8,1368,57.9,191,Critical
M22617,M,300.3,311.7,1723,28.3,193,Critical
L54938,L,300.4,311.8,1689,30.8,196,Critical
L54939,L,300.4,311.8,1272,59.2,198,Critical
M22620,M,300.4,311.7,1511,33.0,200,Critical
H37175,H,300.4,311.6,1715,30.8,203,Critical
M22622,M,300.3,311.5,1400,43.8,0,Healthy
L54943,L,300.4,311.6,1200,76.6,3,Critical
M22624,M,300.4,311.7,1555,38.7,5,Healthy
H37179,H,300.3,311.6,1427,56.2,8,Healthy
L54946,L,300.3,311.4,1318,52.7,13,Healthy
H37181,H,300.2,311.4,1319,54.6,15,Healthy
M22628,M,300.2,311.4,1960,20.9,20,Healthy
L54949,L,300.3,311.5,1552,38.9,23,Healthy
L54950,L,300.3,311.5,1548,32.2,25,Healthy
L54951,L,300.3,311.6,1709,29.5,27,Healthy
H37186,H,300.3,311.5,1464,41.0,29,Healthy
L54953,L,300.3,311.4,1759,24.8,34,Healthy
L54954,L,300.3,311.5,1634,31.9,36,Healthy
L54955,L,300.3,311.5,1663,33.6,38,Healthy
M22636,M,300.3,311.5,1445,47.3,40,Healthy
L54957,L,300.3,311.5,1695,25.6,43,Healthy
L54958,L,300.4,311.6,1517,39.0,45,Healthy
L54959,L,300.5,311.7,1811,26.8,47,Healthy
L54960,L,300.4,311.6,1815,23.5,49,Healthy
L54961,L,300.4,311.7,1513,40.0,51,Healthy
M22642,M,300.4,311.6,1518,36.4,53,Healthy
L54963,L,300.3,311.5,1667,28.8,56,Healthy
L54964,L,300.3,311.5,1403,60.1,58,Healthy
L54965,L,300.2,311.5,1383,42.1,60,Healthy
L54966,L,300.3,311.5,1466,46.2,62,Healthy
L54967,L,300.3,311.5,1378,47.5,64,Healthy
M22648,M,300.2,311.5,1547,40.9,66,Healthy
L54969,L,300.2,311.5,1495,38.5,69,Healthy
L54970,L,300.1,311.4,1729,29.3,71,Healthy
L54971,L,300.1,311.4,1418,47.7,73,Healthy
H37206,H,300.1,311.4,1485,40.4,75,Healthy
L54973,L,300.1,311.5,1434,40.8,80,Medium
M22654,M,300.2,311.6,1415,55.8,82,Medium
H37209,H,300.1,311.6,1674,29.6,85,Medium
L54976,L,300.1,311.5,1454,52.4,90,Medium
L54977,L,300.0,311.4,1476,39.0,92,Medium
L54978,L,300.0,311.5,1812,28.3,94,Medium
L54979,L,300.0,311.4,1374,41.9,96,Medium
M22660,M,300.1,311.4,1524,40.6,98,Medium
L54981,L,300.0,311.4,1383,49.6,101,Medium
L54982,L,299.9,311.3,1429,58.2,103,Medium
M22663,M,299.8,311.3,1517,41.2,105,Medium
M22664,M,299.9,311.4,1480,44.9,108,Medium
L54985,L,299.9,311.4,1706,28.8,111,Medium
L54986,L,300.0,311.5,1349,48.6,113,Medium
M22667,M,300.0,311.5,1451,49.0,115,Medium
L54988,L,299.9,311.4,1627,36.7,118,Medium
M22669,M,300.0,311.4,1537,35.4,120,Medium
L54990,L,300.1,311.5,2218,17.0,123,Medium
M22671,M,300.0,311.4,1466,39.0,125,Medium
L54992,L,300.0,311.5,1666,32.0,128,Medium
L54993,L,300.0,311.5,1455,41.7,130,Medium
L54994,L,300.0,311.4,1927,24.6,132,Medium
M22675,M,299.9,311.3,1703,28.4,134,Medium
L54996,L,299.8,311.2,1533,35.9,137,Medium
H37231,H,299.8,311.3,1785,25.4,139,Medium
L54998,L,299.8,311.2,2142,16.6,144,Medium
L54999,L,299.8,311.2,1369,46.2,146,Medium
M22680,M,299.8,311.2,1706,29.2,148,Medium
L55001,L,299.9,311.3,1802,24.4,151,Medium
H37236,H,299.9,311.3,1413,41.8,153,Medium
L55003,L,300.0,311.3,1484,53.2,158,Medium
L55004,L,299.9,311.3,1535,38.1,160,Medium
M22685,M,299.9,311.2,1579,35.5,162,Medium
L55006,L,299.8,311.1,1300,64.2,165,Medium
M22687,M,299.8,311.1,1452,44.3,167,Medium
M22688,M,299.8,311.1,1562,35.7,170,Medium
L55009,L,299.8,311.2,1664,28.3,173,Medium
H37244,H,299.9,311.2,1495,35.8,175,Medium
M22691,M,300.0,311.4,1533,42.6,180,Critical
L55012,L,300.0,311.4,1484,37.0,183,Critical
L55013,L,300.0,311.4,1604,38.7,185,Critical
L55014,L,300.0,311.4,1483,45.6,187,Critical
L55015,L,300.1,311.5,1549,34.7,189,Critical
L55016,L,300.1,311.4,1604,35.0,191,Critical
L55017,L,300.2,311.5,1685,31.0,193,Critical
L55018,L,300.2,311.6,1372,49.2,195,Critical
L55019,L,300.3,311.6,1374,47.4,197,Critical
L55020,L,300.2,311.6,1606,31.0,199,Critical
L55021,L,300.1,311.5,1471,47.2,201,Critical
L55022,L,300.1,311.5,1659,31.1,203,Critical
M22703,M,300.1,311.7,1400,48.5,205,Critical
L55024,L,300.1,311.7,1503,42.6,208,Critical
L55025,L,300.2,311.8,1798,23.2,210,Critical
M22706,M,300.2,311.6,1608,35.0,212,Critical
L55027,L,300.2,311.6,1322,50.9,215,Critical
H37262,H,300.2,311.6,1547,37.7,217,Critical
M22709,M,300.3,311.7,1374,47.9,222,Critical
M22710,M,300.3,311.7,1447,36.8,0,Healthy
L55031,L,300.4,311.7,1373,47.2,3,Healthy
L55032,L,300.3,311.7,1515,37.5,5,Healthy
L55033,L,300.3,311.7,1317,56.5,7,Healthy
L55034,L,300.3,311.8,1551,37.2,9,Healthy
M22715,M,300.3,311.8,1592,32.1,11,Healthy
L55036,L,300.4,311.8,1433,42.2,14,Healthy
L55037,L,300.5,311.9,1432,43.1,16,Healthy
L55038,L,300.5,311.9,1350,51.7,18,Healthy
M22719,M,300.5,311.9,1370,44.8,20,Healthy
L55040,L,300.5,312.0,1415,44.6,23,Healthy
L55041,L,300.5,312.0,1498,42.9,25,Healthy
M22722,M,300.5,312.0,1382,54.1,27,Healthy
M22723,M,300.5,311.9,1511,44.5,30,Healthy
L55044,L,300.5,311.9,1330,59.5,33,Healthy
L55045,L,300.5,311.9,1383,50.5,35,Healthy
L55046,L,300.5,311.9,1431,49.4,37,Healthy
L55047,L,300.5,312.0,1461,38.1,39,Healthy
H37282,H,300.4,311.9,1438,46.7,41,Healthy
M22729,M,300.5,312.0,1779,27.7,46,Healthy
M22730,M,300.6,312.1,1293,52.3,49,Healthy
L55051,L,300.6,312.2,1308,54.7,52,Healthy
L55052,L,300.6,312.3,1532,37.2,54,Healthy
L55053,L,300.7,312.4,1470,38.6,56,Healthy
L55054,L,300.7,312.3,1548,37.9,58,Healthy
L55055,L,300.7,312.3,1898,24.0,60,Healthy
H37290,H,300.7,312.2,1335,49.0,62,Healthy
L55057,L,300.7,312.3,1420,53.8,67,Healthy
L55058,L,300.7,312.3,1418,49.0,69,Healthy
M22739,M,300.8,312.3,1535,40.3,71,Healthy
H37294,H,300.7,312.4,1457,47.2,74,Healthy
L55061,L,300.8,312.4,1493,39.1,79,Healthy
H37296,H,300.7,312.3,1670,27.3,81,Medium
H37297,H,300.7,312.3,1446,45.4,86,Medium
L55064,L,300.8,312.4,1465,59.1,91,Critical
L55065,L,300.7,312.3,1590,36.3,93,Medium
M22746,M,300.6,312.2,2174,18.5,95,Medium
L55067,L,300.7,312.4,1590,37.9,98,Medium
L55068,L,300.7,312.3,1577,33.2,100,Medium
M22749,M,300.7,312.4,1371,61.7,102,Medium
L55070,L,300.8,312.4,1767,25.6,105,Medium
L55071,L,300.8,312.5,1517,39.2,107,Medium
M22752,M,300.9,312.6,1555,40.6,109,Medium
L55073,L,300.9,312.7,1416,43.8,112,Medium
M22754,M,300.8,312.6,1588,35.6,114,Medium
L55075,L,300.8,312.6,1422,50.0,117,Medium
L55076,L,300.8,312.6,1376,53.6,119,Medium
L55077,L,300.8,312.5,1434,50.7,121,Medium
L55078,L,300.8,312.5,1423,47.3,123,Medium
L55079,L,300.9,312.4,1364,52.5,125,Medium
L55080,L,300.8,312.4,1825,23.8,127,Medium
L55081,L,300.8,312.4,1365,44.5,129,Medium
M22762,M,300.7,312.3,1430,47.2,131,Medium
L55083,L,300.8,312.3,1435,44.8,134,Medium
M22764,M,300.8,312.4,1811,25.1,136,Medium
M22765,M,300.8,312.4,1465,43.7,139,Medium
L55086,L,300.9,312.4,1372,51.0,142,Medium
L55087,L,300.8,312.3,1858,26.3,144,Medium
L55088,L,300.7,312.3,1715,26.8,146,Medium
L55089,L,300.7,312.2,1590,38.5,148,Medium
M22770,M,300.8,312.2,1664,25.7,150,Medium
L55091,L,300.7,312.1,1512,36.9,153,Medium
L55092,L,300.7,312.1,1498,44.0,155,Medium
L55093,L,300.7,312.1,1395,41.9,157,Medium
H37328,H,300.7,312.1,1490,43.1,159,Medium
H37329,H,300.8,312.1,1527,35.1,164,Medium
L55096,L,300.8,312.1,1512,37.1,169,Medium
L55097,L,300.9,312.1,1474,42.4,171,Medium
L55098,L,300.8,312.1,1505,41.3,173,Medium
L55099,L,300.8,312.0,1496,40.0,175,Medium
L55100,L,300.8,312.0,1382,49.3,177,Medium
L55101,L,300.7,311.9,1419,47.7,179,Medium
L55102,L,300.7,311.9,1462,39.7,181,Critical
M22783,M,300.8,312.0,1450,45.0,183,Critical
H37338,H,300.7,311.9,1389,46.5,186,Critical
M22785,M,300.7,311.9,1697,28.2,191,Critical
L55106,L,300.7,311.9,1335,57.1,194,Critical
L55107,L,300.7,311.9,1476,42.0,196,Critical
L55108,L,300.6,311.7,1497,43.6,198,Critical
M22789,M,300.6,311.6,1669,29.2,200,Critical
L55110,L,300.6,311.6,1455,48.0,203,Critical
L55111,L,300.7,311.7,1499,38.4,205,Critical
L55112,L,300.7,311.8,1478,41.9,207,Critical
L55113,L,300.8,311.8,1928,21.8,209,Critical
M22794,M,300.8,311.9,1621,28.3,211,Critical
M22795,M,300.8,311.9,1356,44.3,214,Critical
L55116,L,300.8,311.7,1490,46.4,217,Critical
L55117,L,300.8,311.7,1578,31.4,219,Critical
L55118,L,300.8,311.7,1681,31.3,221,Critical
L55119,L,300.8,311.8,1417,43.4,223,Critical
M22800,M,300.7,311.7,1532,40.0,0,Healthy
M22801,M,300.7,311.7,1499,38.9,3,Healthy
L55122,L,300.8,311.7,1432,45.8,6,Healthy
L55123,L,300.8,311.7,1753,29.0,8,Healthy
L55124,L,300.8,311.7,1414,49.0,10,Healthy
L55125,L,300.8,311.7,1655,32.2,12,Healthy
L55126,L,300.8,311.6,1516,35.6,14,Healthy
L55127,L,300.8,311.7,1426,45.5,16,Healthy
L55128,L,300.8,311.7,1479,39.4,18,Healthy
M22809,M,300.7,311.5,1569,36.4,20,Healthy
L55130,L,300.8,311.6,1568,36.0,23,Healthy
M22811,M,300.9,311.8,1843,24.5,25,Healthy
M22812,M,300.9,311.9,1480,40.9,28,Healthy
L55133,L,301.0,312.0,1447,36.8,31,Healthy
L55134,L,301.0,311.9,1454,41.9,33,Healthy
M22815,M,300.9,311.9,1310,56.1,35,Healthy
H37370,H,300.9,311.9,1513,38.0,38,Healthy
H37371,H,300.9,311.9,2140,16.5,43,Healthy
L55138,L,301.0,312.1,1377,49.9,48,Healthy
L55139,L,301.0,312.1,1585,32.3,50,Healthy
H37374,H,301.1,312.2,1491,42.6,52,Healthy
L55141,L,301.0,312.2,1264,59.0,57,Healthy
L55142,L,301.0,312.2,1372,47.0,59,Healthy
L55143,L,301.0,312.2,1510,39.9,61,Healthy
L55144,L,300.9,312.1,1423,40.2,63,Healthy
L55145,L,301.1,312.3,1464,35.3,65,Healthy
L55146,L,301.0,312.2,1602,35.9,67,Healthy
M22827,M,301.0,312.2,1629,32.6,69,Healthy
L55148,L,300.9,312.2,1811,23.2,72,Healthy
L55149,L,300.9,312.1,1711,28.8,74,Healthy
M22830,M,300.9,312.1,1297,48.6,76,Healthy
L55151,L,301.0,312.1,1405,46.1,79,Healthy
L55152,L,301.1,312.2,1397,54.9,81,Medium
L55153,L,301.1,312.3,1682,29.7,83,Medium
L55154,L,301.2,312.3,1528,38.4,85,Medium
M22835,M,301.2,312.3,1548,38.3,87,Medium
H37390,H,301.2,312.4,1395,47.8,90,Medium
L55157,L,301.2,312.4,1378,59.0,95,Medium
L55158,L,301.2,312.4,1480,53.5,97,Medium
M22839,M,301.2,312.4,1428,36.6,99,Medium
M22840,M,301.2,312.4,1505,39.6,102,Medium
L55161,L,301.0,312.3,1445,36.4,105,Medium
L55162,L,301.0,312.3,1488,42.6,107,Medium
L55163,L,301.0,312.2,1601,33.0,109,Medium
L55164,L,301.0,312.3,1550,34.9,111,Medium
L55165,L,301.0,312.2,1540,34.1,113,Medium
L55166,L,301.1,312.3,1587,34.5,115,Medium
H37401,H,301.0,312.2,1489,40.3,117,Medium
L55168,L,301.1,312.3,1486,34.9,122,Medium
L55169,L,301.1,312.4,1430,37.9,124,Medium
M22850,M,301.1,312.4,1809,25.1,126,Medium
L55171,L,301.1,312.3,1534,39.0,129,Medium
M22852,M,301.1,312.3,1852,25.9,131,Medium
L55173,L,301.1,312.3,1595,31.9,134,Medium
L55174,L,301.0,312.3,1424,43.5,136,Medium
L55175,L,301.0,312.2,1776,28.8,138,Medium
M22856,M,301.0,312.2,1499,41.5,140,Medium
M22857,M,301.0,312.2,2710,9.7,143,Critical
L55178,L,300.9,312.1,1359,51.7,146,Medium
M22859,M,300.9,312.1,1617,31.0,148,Medium
M22860,M,300.8,312.0,1443,53.3,151,Medium
L55181,L,300.8,312.0,1374,50.2,154,Medium
M22862,M,300.9,312.1,1851,23.0,156,Medium
M22863,M,300.8,312.0,1274,67.3,159,Medium
L55184,L,300.9,312.0,1533,44.0,162,Medium
L55185,L,300.8,312.0,1477,37.3,164,Medium
L55186,L,300.9,312.1,1462,46.0,166,Medium
M22867,M,301.0,312.1,1664,28.4,168,Medium
L55188,L,300.8,311.9,1414,41.1,171,Medium
H37423,H,300.9,312.0,2129,17.8,173,Medium
L55190,L,300.8,311.8,1323,61.1,178,Medium
L55191,L,300.8,311.8,1427,43.3,180,Critical
M22872,M,300.9,312.0,1375,56.1,182,Critical
M22873,M,300.9,312.0,1402,50.7,185,Critical
L55194,L,300.9,312.0,1500,44.2,188,Critical
M22875,M,301.0,312.0,1558,37.5,190,Critical
M22876,M,300.9,312.0,1447,41.4,193,Critical
L55197,L,301.0,312.0,1518,39.3,196,Critical
L55198,L,301.0,311.9,1889,23.5,198,Critical
L55199,L,301.0,312.1,1675,30.7,200,Critical
H37434,H,300.9,312.0,1720,27.9,202,Critical
M22881,M,301.0,312.0,1499,34.6,207,Critical
L55202,L,300.9,312.0,1441,43.8,210,Critical
H37437,H,300.9,312.0,1397,42.7,212,Critical
L55204,L,300.9,312.0,1493,38.7,217,Critical
M22885,M,300.8,312.0,1422,50.7,219,Critical
L55206,L,300.7,311.9,1399,50.2,222,Critical
L55207,L,300.6,311.9,1425,44.9,224,Critical
L55208,L,300.6,311.8,1501,44.8,226,Critical
M22889,M,300.6,311.9,1629,35.3,0,Healthy
L55210,L,300.6,312.0,1490,42.2,3,Healthy
L55211,L,300.7,312.0,1550,32.4,5,Healthy
L55212,L,300.8,312.0,1416,46.5,7,Healthy
L55213,L,300.7,311.9,1485,38.8,9,Healthy
L55214,L,300.7,311.8,1564,36.8,11,Healthy
L55215,L,300.7,311.7,1910,19.7,13,Healthy
L55216,L,300.7,311.7,1460,46.1,15,Healthy
L55217,L,300.7,311.8,1603,34.1,17,Healthy
L55218,L,300.7,311.8,1486,47.3,19,Healthy
L55219,L,300.8,311.9,1560,31.8,21,Healthy
L55220,L,300.8,311.9,1498,39.3,23,Healthy
H37455,H,300.8,311.9,1431,48.5,25,Healthy
L55222,L,300.8,311.9,1486,45.1,30,Healthy
L55223,L,300.7,311.9,1486,35.8,32,Healthy
L55224,L,300.7,311.8,1441,38.1,34,Healthy
M22905,M,300.7,311.9,1366,55.1,36,Healthy
L55226,L,300.6,311.8,1471,41.4,39,Healthy
L55227,L,300.6,311.9,1463,38.2,41,Healthy
L55228,L,300.6,311.9,1413,41.3,43,Healthy
H37463,H,300.6,311.9,1604,30.5,45,Healthy
L55230,L,300.7,312.0,1401,51.1,50,Healthy
L55231,L,300.6,311.8,1652,27.2,52,Healthy
L55232,L,300.5,311.9,1403,45.7,54,Healthy
L55233,L,300.5,311.9,1887,21.7,56,Healthy
L55234,L,300.4,311.8,1405,47.9,58,Healthy
H37469,H,300.2,311.6,1496,41.1,60,Healthy
L55236,L,300.1,311.5,1499,43.4,65,Healthy
L55237,L,300.2,311.5,1549,37.2,67,Healthy
L55238,L,300.3,311.6,1515,44.9,69,Healthy
L55239,L,300.2,311.6,1540,37.7,71,Healthy
H37474,H,300.2,311.5,1426,44.3,73,Healthy
M22921,M,300.2,311.6,1465,41.4,78,Healthy
M22922,M,300.3,311.6,1359,54.1,81,Medium
M22923,M,300.3,311.7,1551,36.4,84,Medium
L55244,L,300.5,311.8,1596,34.8,87,Medium
M22925,M,300.5,311.9,1670,26.3,89,Medium
L55246,L,300.4,311.9,1868,21.3,92,Medium
M22927,M,300.6,312.0,1490,39.8,94,Medium
M22928,M,300.5,311.9,1676,35.2,97,Medium
M22929,M,300.5,311.9,1875,22.1,100,Medium
M22930,M,300.5,312.0,1867,23.0,103,Medium
L55251,L,300.5,312.0,1646,29.5,106,Medium
H37486,H,300.5,312.0,1375,43.2,108,Medium
L55253,L,300.5,312.0,1558,36.7,113,Medium
L55254,L,300.4,312.0,1631,34.9,115,Medium
L55255,L,300.4,312.0,1366,43.0,117,Medium
L55256,L,300.3,311.8,1360,48.0,119,Medium
L55257,L,300.3,311.8,1547,39.7,121,Medium
L55258,L,300.3,311.7,1571,31.2,123,Medium
L55259,L,300.2,311.5,1528,36.1,125,Medium
