machine_id,machine_type,air_temperature,process_temperature,rotational_speed,torque,tool_wear,health,maintenance_count,last_service_days,next_service_days,maintenance_type,total_downtime_hours,maintenance_cost,last_failure,operating_hours,estimated_age_years,remaining_useful_life_years,utilization_percent,health_trend,annual_maintenance,retrofit_cost,replacement_cost,expected_life_years,energy_cost_per_year,resale_value,production_loss_per_day
L54114,L,300.8,311.4,1536,40.9,22,Healthy,1,109,169,Preventive,1,450,No,4062,1.6,8.4,51.2,Stable,2500,8000,25000,5,1500,5000,800
L54115,L,300.7,311.2,1878,24.3,24,Healthy,1,108,168,Preventive,2,450,No,4836,1.9,8.1,62.6,Stable,2500,8000,25000,5,1500,5000,800
L54116,L,300.6,311.1,1471,40.7,26,Healthy,1,107,167,Preventive,2,450,No,4112,1.6,8.4,49.0,Stable,2500,8000,25000,5,1500,5000,800
H36351,H,300.6,311.1,1452,40.2,28,Healthy,1,106,166,Preventive,2,1150,No,4164,1.7,8.3,48.4,Stable,7000,25000,70000,10,4200,15000,2500
L54118,L,300.7,311.2,1452,44.4,33,Healthy,1,104,164,Preventive,2,450,No,4389,1.8,8.2,48.4,Stable,2500,8000,25000,5,1500,5000,800
M21799,M,300.7,311.3,1348,53.0,35,Healthy,2,103,163,Preventive,2,900,No,4271,1.7,8.3,44.9,Stable,4500,15000,45000,7,2800,9000,1500
H36354,H,300.8,311.4,1453,44.6,38,Healthy,2,101,161,Preventive,3,1300,No,4616,1.8,8.2,48.4,Stable,7000,25000,70000,10,4200,15000,2500
L54121,L,300.8,311.4,1316,57.6,43,Healthy,2,99,159,Preventive,3,600,No,4567,1.8,8.2,43.9,Stable,2500,8000,25000,5,1500,5000,800
M21802,M,300.8,311.4,1732,26.9,45,Healthy,2,98,158,Preventive,3,900,No,5489,2.2,7.8,57.7,Stable,4500,15000,45000,7,2800,9000,1500
L54123,L,300.7,311.3,1522,35.2,48,Healthy,2,96,156,Preventive,4,600,No,5204,2.1,7.9,50.7,Stable,2500,8000,25000,5,1500,5000,800
M21804,M,300.7,311.3,1487,39.8,50,Healthy,2,95,155,Preventive,4,900,No,5224,2.1,7.9,49.6,Stable,4500,15000,45000,7,2800,9000,1500
M21805,M,300.8,311.4,1852,22.2,53,Healthy,2,94,154,Preventive,4,900,No,6089,2.4,7.6,61.7,Stable,4500,15000,45000,7,2800,9000,1500
L54126,L,300.7,311.2,1486,46.8,56,Healthy,2,92,152,Preventive,4,600,No,5492,2.2,7.8,49.5,Stable,2500,8000,25000,5,1500,5000,800
M21807,M,300.7,311.3,1562,37.1,58,Healthy,2,91,151,Preventive,4,900,No,5734,2.3,7.7,52.1,Stable,4500,15000,45000,7,2800,9000,1500
L54128,L,300.7,311.2,1457,51.4,61,Healthy,2,90,150,Preventive,5,600,No,5659,2.3,7.7,48.6,Stable,2500,8000,25000,5,1500,5000,800
M21809,M,300.7,311.2,1769,26.5,63,Healthy,2,89,149,Preventive,5,900,No,6373,2.5,7.5,59.0,Stable,4500,15000,45000,7,2800,9000,1500
H36364,H,300.7,311.3,1374,53.1,66,Healthy,2,87,147,Preventive,5,1300,No,5718,2.3,7.7,45.8,Stable,7000,25000,70000,10,4200,15000,2500
L54131,L,300.8,311.3,1524,43.5,71,Healthy,3,85,145,Preventive,5,750,No,6243,2.5,7.5,50.8,Stable,2500,8000,25000,5,1500,5000,800
L54132,L,300.8,311.3,1498,40.2,73,Healthy,3,84,144,Preventive,6,750,No,6281,2.5,7.5,49.9,Stable,2500,8000,25000,5,1500,5000,800
L54133,L,300.8,311.3,1462,41.4,75,Healthy,3,83,143,Preventive,6,750,No,6299,2.5,7.5,48.7,Stable,2500,8000,25000,5,1500,5000,800
M21814,M,300.8,311.2,1429,52.3,77,Healthy,3,82,142,Preventive,6,1050,No,6323,2.5,7.5,47.6,Stable,4500,15000,45000,7,2800,9000,1500
L54135,L,300.7,311.2,1399,47.9,80,Medium,3,80,140,Preventive,6,750,No,6398,2.6,7.4,46.6,Declining,2500,8000,25000,5,1500,5000,800
M21816,M,300.8,311.2,1434,39.1,82,Medium,3,79,139,Preventive,6,1050,No,6558,2.6,7.4,47.8,Declining,4500,15000,45000,7,2800,9000,1500
L54137,L,300.7,311.1,1324,52.2,85,Medium,3,78,138,Preventive,7,750,No,6473,2.6,7.4,44.1,Declining,2500,8000,25000,5,1500,5000,800
L54138,L,300.6,311.0,1563,40.7,87,Medium,3,77,137,Preventive,7,750,No,7041,2.8,7.2,52.1,Declining,2500,8000,25000,5,1500,5000,800
L54139,L,300.6,311.0,1543,34.7,89,Medium,3,76,136,Preventive,7,750,No,7091,2.8,7.2,51.4,Declining,2500,8000,25000,5,1500,5000,800
L54140,L,300.7,311.0,1413,52.0,91,Medium,3,75,135,Preventive,7,750,No,6921,2.8,7.2,47.1,Declining,2500,8000,25000,5,1500,5000,800
M21821,M,300.7,311.0,1378,41.2,93,Medium,3,74,134,Preventive,7,1050,No,6941,2.8,7.2,45.9,Declining,4500,15000,45000,7,2800,9000,1500
M21822,M,300.7,311.1,1373,49.9,96,Medium,3,72,132,Preventive,8,1050,No,7066,2.8,7.2,45.8,Declining,4500,15000,45000,7,2800,9000,1500
H36377,H,300.7,311.0,1981,19.9,99,Medium,3,71,131,Preventive,8,1450,No,8417,3.4,6.6,66.0,Declining,7000,25000,70000,10,4200,15000,2500
M21824,M,300.7,311.0,1263,52.3,104,Medium,3,68,128,Preventive,8,1050,No,7206,2.9,7.1,42.1,Declining,4500,15000,45000,7,2800,9000,1500
L54145,L,300.7,311.0,1312,52.1,107,Medium,4,67,127,Preventive,8,900,No,7439,3.0,7.0,43.7,Declining,2500,8000,25000,5,1500,5000,800
L54146,L,300.7,311.0,1969,20.7,109,Medium,4,66,126,Preventive,9,900,No,8843,3.5,6.5,65.6,Declining,2500,8000,25000,5,1500,5000,800
M21827,M,300.8,311.2,1365,51.7,111,Medium,4,65,125,Preventive,9,1200,No,7725,3.1,6.9,45.5,Declining,4500,15000,45000,7,2800,9000,1500
L54148,L,300.9,311.2,1789,25.5,114,Medium,4,63,123,Preventive,9,900,No,8708,3.5,6.5,59.6,Declining,2500,8000,25000,5,1500,5000,800
M21829,M,300.8,311.1,1583,32.1,116,Medium,4,62,122,Preventive,9,1200,No,8386,3.4,6.6,52.8,Declining,4500,15000,45000,7,2800,9000,1500
L54150,L,300.7,311.0,1436,44.9,119,Medium,4,61,121,Preventive,9,900,No,8227,3.3,6.7,47.9,Declining,2500,8000,25000,5,1500,5000,800
M21831,M,300.7,311.0,1559,42.8,121,Medium,4,60,120,Corrective,10,1200,No,8563,3.4,6.6,52.0,Declining,4500,15000,45000,7,2800,9000,1500
L54152,L,300.7,311.0,1377,49.9,124,Medium,4,58,118,Corrective,10,900,No,8334,3.3,6.7,45.9,Declining,2500,8000,25000,5,1500,5000,800
L54153,L,300.7,311.0,1462,41.9,126,Medium,4,57,117,Corrective,10,900,No,8594,3.4,6.6,48.7,Declining,2500,8000,25000,5,1500,5000,800
L54154,L,300.7,311.0,1318,48.2,128,Medium,4,56,116,Corrective,10,900,No,8396,3.4,6.6,43.9,Declining,2500,8000,25000,5,1500,5000,800
M21835,M,300.7,311.0,1378,51.6,130,Medium,4,55,115,Corrective,10,1200,No,8606,3.4,6.6,45.9,Declining,4500,15000,45000,7,2800,9000,1500
L54156,L,300.6,310.9,1344,46.7,133,Medium,4,54,114,Corrective,11,900,No,8673,3.5,6.5,44.8,Declining,2500,8000,25000,5,1500,5000,800
L54157,L,300.7,311.1,2377,14.3,135,Medium,4,53,113,Corrective,11,900,No,10829,4.3,5.7,79.2,Declining,2500,8000,25000,5,1500,5000,800
L54158,L,300.7,311.1,1427,50.3,137,Medium,4,52,112,Corrective,11,900,No,9019,3.6,6.4,47.6,Declining,2500,8000,25000,5,1500,5000,800
L54159,L,300.9,311.2,1353,60.4,139,Medium,4,51,111,Corrective,11,900,No,8961,3.6,6.4,45.1,Declining,2500,8000,25000,5,1500,5000,800
L54160,L,300.8,311.3,1505,45.5,141,Medium,5,50,110,Corrective,11,1050,No,9355,3.7,6.3,50.2,Declining,2500,8000,25000,5,1500,5000,800
H36395,H,300.8,311.2,1612,32.5,143,Medium,5,49,109,Corrective,11,1750,No,9659,3.9,6.1,53.7,Declining,7000,25000,70000,10,4200,15000,2500
L54162,L,300.7,311.1,1440,43.0,148,Medium,5,46,106,Corrective,12,1050,No,9540,3.8,6.2,48.0,Declining,2500,8000,25000,5,1500,5000,800
M21843,M,300.7,311.0,1334,53.9,150,Medium,5,45,105,Corrective,12,1350,No,9418,3.8,6.2,44.5,Declining,4500,15000,45000,7,2800,9000,1500
M21844,M,300.7,311.0,1706,25.0,153,Medium,5,44,104,Corrective,12,1350,No,10297,4.1,5.9,56.9,Declining,4500,15000,45000,7,2800,9000,1500
H36399,H,300.8,311.1,1698,24.8,156,Medium,5,42,102,Corrective,13,1750,No,10416,4.2,5.8,56.6,Declining,7000,25000,70000,10,4200,15000,2500
L54166,L,300.7,311.1,1688,30.7,161,Medium,5,40,100,Corrective,13,1050,No,10621,4.2,5.8,56.3,Declining,2500,8000,25000,5,1500,5000,800
L54167,L,300.7,311.1,2437,13.8,163,Medium,5,39,99,Corrective,13,1050,No,12209,4.9,5.1,81.2,Declining,2500,8000,25000,5,1500,5000,800
L54168,L,300.7,311.1,1478,46.8,165,Medium,5,38,98,Corrective,13,1050,No,10381,4.2,5.8,49.3,Declining,2500,8000,25000,5,1500,5000,800
M21849,M,300.7,311.1,1608,35.3,167,Medium,5,37,97,Corrective,13,1350,No,10731,4.3,5.7,53.6,Declining,4500,15000,45000,7,2800,9000,1500
L54170,L,300.7,311.1,2478,13.4,170,Critical,7,35,95,Emergency,38,1350,Yes,12606,5.0,5.0,82.6,Critical,2500,8000,25000,5,1500,5000,800
L54171,L,300.8,311.1,1509,33.4,172,Medium,5,34,94,Corrective,14,1050,No,10758,4.3,5.7,50.3,Declining,2500,8000,25000,5,1500,5000,800
L54172,L,300.7,311.0,1596,36.9,174,Medium,5,33,93,Corrective,14,1050,No,11022,4.4,5.6,53.2,Declining,2500,8000,25000,5,1500,5000,800
M21853,M,300.7,311.0,1740,25.6,176,Medium,6,32,92,Corrective,14,1500,No,11400,4.6,5.4,58.0,Declining,4500,15000,45000,7,2800,9000,1500
L54174,L,300.6,310.8,1375,53.2,179,Medium,6,31,91,Corrective,14,1200,No,10805,4.3,5.7,45.8,Declining,2500,8000,25000,5,1500,5000,800
M21855,M,300.6,310.7,1705,31.2,181,Critical,6,30,90,Corrective,15,1500,No,11555,4.6,5.4,56.8,Critical,4500,15000,45000,7,2800,9000,1500
M21856,M,300.5,310.6,1621,32.0,184,Critical,6,28,88,Corrective,15,1500,No,11522,4.6,5.4,54.0,Critical,4500,15000,45000,7,2800,9000,1500
M21857,M,300.6,310.7,1566,38.2,187,Critical,6,27,87,Corrective,15,1500,No,11547,4.6,5.4,52.2,Critical,4500,15000,45000,7,2800,9000,1500
M21858,M,300.6,310.7,1388,42.9,190,Critical,6,25,85,Corrective,15,1500,No,11326,4.5,5.5,46.3,Critical,4500,15000,45000,7,2800,9000,1500
M21859,M,300.6,310.7,1457,36.7,193,Critical,6,24,84,Corrective,16,1500,No,11599,4.6,5.4,48.6,Critical,4500,15000,45000,7,2800,9000,1500
M21860,M,300.6,310.6,1463,45.5,196,Critical,6,22,82,Corrective,16,1500,No,11746,4.7,5.3,48.8,Critical,4500,15000,45000,7,2800,9000,1500
L54181,L,300.5,310.5,1564,38.2,199,Critical,6,21,81,Corrective,16,1200,No,12083,4.8,5.2,52.1,Critical,2500,8000,25000,5,1500,5000,800
H36416,H,300.5,310.6,1411,47.2,201,Critical,6,20,80,Corrective,16,1900,No,11867,4.7,5.3,47.0,Critical,7000,25000,70000,10,4200,15000,2500
L54183,L,300.5,310.6,1540,46.7,206,Critical,6,17,77,Corrective,17,1200,No,12350,4.9,5.1,51.3,Critical,2500,8000,25000,5,1500,5000,800
L54184,L,300.5,310.6,1950,20.3,208,Critical,6,16,76,Corrective,17,1200,No,13260,5.3,4.7,65.0,Critical,2500,8000,25000,5,1500,5000,800
M21865,M,300.6,310.7,1339,52.9,0,Healthy,1,120,180,Preventive,0,750,No,2678,1.1,8.9,44.6,Stable,4500,15000,45000,7,2800,9000,1500
H36420,H,300.6,310.6,1419,39.6,3,Healthy,1,119,179,Preventive,0,1150,No,2973,1.2,8.8,47.3,Stable,7000,25000,70000,10,4200,15000,2500
L54187,L,300.5,310.6,1499,45.2,8,Healthy,1,116,176,Preventive,0,450,No,3358,1.3,8.7,50.0,Stable,2500,8000,25000,5,1500,5000,800
L54188,L,300.5,310.6,1368,49.6,10,Healthy,1,115,175,Preventive,0,450,No,3186,1.3,8.7,45.6,Stable,2500,8000,25000,5,1500,5000,800
L54189,L,300.5,310.5,1536,36.2,12,Healthy,1,114,174,Preventive,1,450,No,3612,1.4,8.6,51.2,Stable,2500,8000,25000,5,1500,5000,800
M21870,M,300.5,310.5,1469,42.9,14,Healthy,1,113,173,Preventive,1,750,No,3568,1.4,8.6,49.0,Stable,4500,15000,45000,7,2800,9000,1500
L54191,L,300.5,310.5,2633,12.2,17,Critical,3,112,172,Emergency,25,750,Yes,6031,2.4,7.6,87.8,Critical,2500,8000,25000,5,1500,5000,800
L54192,L,300.4,310.4,1298,61.4,19,Healthy,1,111,171,Preventive,1,450,No,3451,1.4,8.6,43.3,Stable,2500,8000,25000,5,1500,5000,800
M21873,M,300.4,310.4,1544,36.3,21,Healthy,1,110,170,Preventive,1,750,No,4033,1.6,8.4,51.5,Stable,4500,15000,45000,7,2800,9000,1500
H36428,H,300.5,310.5,1403,47.7,24,Healthy,1,108,168,Preventive,2,1150,No,3886,1.6,8.4,46.8,Stable,7000,25000,70000,10,4200,15000,2500
L54195,L,300.5,310.5,1452,42.9,29,Healthy,1,106,166,Preventive,2,450,No,4209,1.7,8.3,48.4,Stable,2500,8000,25000,5,1500,5000,800
L54196,L,300.6,310.5,1509,43.1,31,Healthy,1,105,165,Preventive,2,450,No,4413,1.8,8.2,50.3,Stable,2500,8000,25000,5,1500,5000,800
M21877,M,300.7,310.6,1474,37.0,33,Healthy,1,104,164,Preventive,2,750,No,4433,1.8,8.2,49.1,Stable,4500,15000,45000,7,2800,9000,1500
M21878,M,300.7,310.7,1377,46.7,36,Healthy,2,102,162,Preventive,3,900,No,4374,1.7,8.3,45.9,Stable,4500,15000,45000,7,2800,9000,1500
L54199,L,300.8,310.8,1741,27.1,39,Healthy,2,101,161,Preventive,3,600,No,5237,2.1,7.9,58.0,Stable,2500,8000,25000,5,1500,5000,800
L54200,L,300.8,310.8,1460,53.8,41,Healthy,2,100,160,Preventive,3,600,No,4765,1.9,8.1,48.7,Stable,2500,8000,25000,5,1500,5000,800
H36435,H,300.7,310.6,1631,32.6,43,Healthy,2,99,159,Preventive,3,1300,No,5197,2.1,7.9,54.4,Stable,7000,25000,70000,10,4200,15000,2500
L54202,L,300.7,310.5,1561,33.2,48,Healthy,2,96,156,Preventive,4,600,No,5282,2.1,7.9,52.0,Stable,2500,8000,25000,5,1500,5000,800
M21883,M,300.7,310.6,1572,38.5,50,Healthy,2,95,155,Preventive,4,900,No,5394,2.2,7.8,52.4,Stable,4500,15000,45000,7,2800,9000,1500
L54204,L,300.6,310.6,2127,18.7,53,Healthy,2,94,154,Preventive,4,600,No,6639,2.7,7.3,70.9,Stable,2500,8000,25000,5,1500,5000,800
H36439,H,300.6,310.6,1448,44.7,55,Healthy,2,93,153,Preventive,4,1300,No,5371,2.1,7.9,48.3,Stable,7000,25000,70000,10,4200,15000,2500
L54206,L,300.6,310.7,1543,39.6,60,Healthy,2,90,150,Preventive,5,600,No,5786,2.3,7.7,51.4,Stable,2500,8000,25000,5,1500,5000,800
L54207,L,300.6,310.6,1508,34.8,62,Healthy,2,89,149,Preventive,5,600,No,5806,2.3,7.7,50.3,Stable,2500,8000,25000,5,1500,5000,800
M21888,M,300.6,310.6,1403,50.4,64,Healthy,2,88,148,Preventive,5,900,No,5686,2.3,7.7,46.8,Stable,4500,15000,45000,7,2800,9000,1500
L54209,L,300.6,310.6,1454,39.7,67,Healthy,2,87,147,Preventive,5,600,No,5923,2.4,7.6,48.5,Stable,2500,8000,25000,5,1500,5000,800
L54210,L,300.7,310.8,1772,27.3,69,Healthy,2,86,146,Preventive,5,600,No,6649,2.7,7.3,59.1,Stable,2500,8000,25000,5,1500,5000,800
L54211,L,300.7,310.8,1479,49.1,71,Healthy,3,85,145,Preventive,5,750,No,6153,2.5,7.5,49.3,Stable,2500,8000,25000,5,1500,5000,800
L54212,L,300.7,310.9,1723,31.0,73,Healthy,3,84,144,Preventive,6,750,No,6731,2.7,7.3,57.4,Stable,2500,8000,25000,5,1500,5000,800
M21893,M,300.7,310.8,1469,46.4,75,Healthy,3,83,143,Preventive,6,1050,No,6313,2.5,7.5,49.0,Stable,4500,15000,45000,7,2800,9000,1500
H36448,H,300.6,310.6,1830,26.2,78,Healthy,3,81,141,Preventive,6,1450,No,7170,2.9,7.1,61.0,Stable,7000,25000,70000,10,4200,15000,2500
L54215,L,300.6,310.6,1497,38.2,83,Medium,3,79,139,Preventive,6,750,No,6729,2.7,7.3,49.9,Declining,2500,8000,25000,5,1500,5000,800
L54216,L,300.7,310.6,1540,52.7,85,Medium,3,78,138,Preventive,7,750,No,6905,2.8,7.2,51.3,Declining,2500,8000,25000,5,1500,5000,800
L54217,L,300.6,310.6,1514,39.5,87,Medium,3,77,137,Preventive,7,750,No,6943,2.8,7.2,50.5,Declining,2500,8000,25000,5,1500,5000,800
L54218,L,300.7,310.6,1654,34.2,89,Medium,3,76,136,Preventive,7,750,No,7313,2.9,7.1,55.1,Declining,2500,8000,25000,5,1500,5000,800
H36453,H,300.6,310.5,1519,37.0,91,Medium,3,75,135,Preventive,7,1450,No,7133,2.9,7.1,50.6,Declining,7000,25000,70000,10,4200,15000,2500
L54220,L,300.7,310.6,1720,30.3,96,Medium,3,72,132,Preventive,8,750,No,7760,3.1,6.9,57.3,Declining,2500,8000,25000,5,1500,5000,800
L54221,L,300.6,310.5,1470,37.7,98,Medium,3,71,131,Preventive,8,750,No,7350,2.9,7.1,49.0,Declining,2500,8000,25000,5,1500,5000,800
L54222,L,300.6,310.5,1642,29.9,100,Medium,3,70,130,Preventive,8,750,No,7784,3.1,6.9,54.7,Declining,2500,8000,25000,5,1500,5000,800
M21903,M,300.7,310.6,2006,19.1,102,Medium,3,69,129,Preventive,8,1050,No,8602,3.4,6.6,66.9,Declining,4500,15000,45000,7,2800,9000,1500
M21904,M,300.7,310.6,1505,35.6,105,Medium,4,68,128,Preventive,8,1200,No,7735,3.1,6.9,50.2,Declining,4500,15000,45000,7,2800,9000,1500
M21905,M,300.7,310.6,1609,27.6,108,Medium,4,66,126,Preventive,9,1200,No,8078,3.2,6.8,53.6,Declining,4500,15000,45000,7,2800,9000,1500
M21906,M,300.7,310.5,1863,22.2,111,Medium,4,65,125,Preventive,9,1200,No,8721,3.5,6.5,62.1,Declining,4500,15000,45000,7,2800,9000,1500
L54227,L,300.6,310.4,1401,42.6,114,Medium,4,63,123,Preventive,9,900,No,7932,3.2,6.8,46.7,Declining,2500,8000,25000,5,1500,5000,800
L54228,L,300.6,310.4,2007,19.8,116,Medium,4,62,122,Preventive,9,900,No,9234,3.7,6.3,66.9,Declining,2500,8000,25000,5,1500,5000,800
L54229,L,300.6,310.4,1494,47.3,118,Medium,4,61,121,Preventive,9,900,No,8298,3.3,6.7,49.8,Declining,2500,8000,25000,5,1500,5000,800
L54230,L,300.6,310.4,1457,47.7,120,Medium,4,60,120,Corrective,10,900,No,8314,3.3,6.7,48.6,Declining,2500,8000,25000,5,1500,5000,800
L54231,L,300.6,310.4,1556,37.7,122,Medium,4,59,119,Corrective,10,900,No,8602,3.4,6.6,51.9,Declining,2500,8000,25000,5,1500,5000,800
H36466,H,300.6,310.4,1510,42.8,124,Medium,4,58,118,Corrective,10,1600,No,8600,3.4,6.6,50.3,Declining,7000,25000,70000,10,4200,15000,2500
H36467,H,300.7,310.5,1567,38.7,129,Medium,4,56,116,Corrective,10,1600,No,8939,3.6,6.4,52.2,Declining,7000,25000,70000,10,4200,15000,2500
H36468,H,300.7,310.5,1476,43.1,134,Medium,4,53,113,Corrective,11,1600,No,8982,3.6,6.4,49.2,Declining,7000,25000,70000,10,4200,15000,2500
L54235,L,300.8,310.6,1663,30.6,139,Medium,4,51,111,Corrective,11,900,No,9581,3.8,6.2,55.4,Declining,2500,8000,25000,5,1500,5000,800
M21916,M,300.8,310.5,1409,50.6,141,Medium,5,50,110,Corrective,11,1350,No,9163,3.7,6.3,47.0,Declining,4500,15000,45000,7,2800,9000,1500
L54237,L,300.8,310.6,1666,36.2,144,Medium,5,48,108,Corrective,12,1050,No,9812,3.9,6.1,55.5,Declining,2500,8000,25000,5,1500,5000,800
L54238,L,300.7,310.6,1520,45.9,146,Medium,5,47,107,Corrective,12,1050,No,9610,3.8,6.2,50.7,Declining,2500,8000,25000,5,1500,5000,800
L54239,L,300.6,310.5,1644,33.8,148,Medium,5,46,106,Corrective,12,1050,No,9948,4.0,6.0,54.8,Declining,2500,8000,25000,5,1500,5000,800
H36474,H,300.6,310.4,1479,35.6,150,Medium,5,45,105,Corrective,12,1750,No,9708,3.9,6.1,49.3,Declining,7000,25000,70000,10,4200,15000,2500
L54241,L,300.6,310.4,1446,49.7,155,Medium,5,43,103,Corrective,12,1050,No,9867,3.9,6.1,48.2,Declining,2500,8000,25000,5,1500,5000,800
M21922,M,300.6,310.4,1407,51.1,157,Medium,5,42,102,Corrective,13,1350,No,9879,4.0,6.0,46.9,Declining,4500,15000,45000,7,2800,9000,1500
L54243,L,300.7,310.4,1234,51.7,160,Medium,5,40,100,Corrective,13,1050,No,9668,3.9,6.1,41.1,Declining,2500,8000,25000,5,1500,5000,800
M21924,M,300.8,310.5,1696,29.7,162,Medium,5,39,99,Corrective,13,1350,No,10682,4.3,5.7,56.5,Declining,4500,15000,45000,7,2800,9000,1500
L54245,L,300.8,310.6,1384,52.9,165,Medium,5,38,98,Corrective,13,1050,No,10193,4.1,5.9,46.1,Declining,2500,8000,25000,5,1500,5000,800
M21926,M,300.8,310.7,1572,36.2,167,Medium,5,37,97,Corrective,13,1350,No,10659,4.3,5.7,52.4,Declining,4500,15000,45000,7,2800,9000,1500
M21927,M,300.8,310.7,1386,42.1,170,Medium,5,35,95,Corrective,14,1350,No,10422,4.2,5.8,46.2,Declining,4500,15000,45000,7,2800,9000,1500
L54248,L,300.8,310.7,1461,42.8,173,Medium,5,34,94,Corrective,14,1050,No,10707,4.3,5.7,48.7,Declining,2500,8000,25000,5,1500,5000,800
L54249,L,300.8,310.7,1525,39.4,175,Medium,6,33,93,Corrective,14,1200,No,10925,4.4,5.6,50.8,Declining,2500,8000,25000,5,1500,5000,800
L54250,L,300.7,310.7,1333,61.0,177,Medium,6,32,92,Corrective,14,1200,No,10631,4.3,5.7,44.4,Declining,2500,8000,25000,5,1500,5000,800
H36485,H,300.7,310.6,1505,40.6,179,Medium,6,31,91,Corrective,14,1900,No,11065,4.4,5.6,50.2,Declining,7000,25000,70000,10,4200,15000,2500
M21932,M,300.7,310.6,1439,41.7,184,Critical,6,28,88,Corrective,15,1500,No,11158,4.5,5.5,48.0,Critical,4500,15000,45000,7,2800,9000,1500
L54253,L,300.7,310.6,1491,43.2,187,Critical,6,27,87,Corrective,15,1200,No,11397,4.6,5.4,49.7,Critical,2500,8000,25000,5,1500,5000,800
M21934,M,300.7,310.6,1488,39.2,189,Critical,6,26,86,Corrective,15,1500,No,11481,4.6,5.4,49.6,Critical,4500,15000,45000,7,2800,9000,1500
L54255,L,300.7,310.5,1536,47.4,192,Critical,6,24,84,Corrective,16,1200,No,11712,4.7,5.3,51.2,Critical,2500,8000,25000,5,1500,5000,800
L54256,L,300.7,310.5,1960,21.0,194,Critical,6,23,83,Corrective,16,1200,No,12650,5.1,4.9,65.3,Critical,2500,8000,25000,5,1500,5000,800
M21937,M,300.7,310.5,1594,31.0,196,Critical,6,22,82,Corrective,16,1500,No,12008,4.8,5.2,53.1,Critical,4500,15000,45000,7,2800,9000,1500
L54258,L,300.7,310.5,1357,52.6,199,Critical,6,21,81,Corrective,16,1200,No,11669,4.7,5.3,45.2,Critical,2500,8000,25000,5,1500,5000,800
L54259,L,300.7,310.5,1445,41.1,201,Critical,6,20,80,Corrective,16,1200,No,11935,4.8,5.2,48.2,Critical,2500,8000,25000,5,1500,5000,800
L54260,L,300.7,310.4,1543,47.3,203,Critical,6,19,79,Corrective,16,1200,No,12221,4.9,5.1,51.4,Critical,2500,8000,25000,5,1500,5000,800
L54261,L,300.7,310.4,1366,52.6,205,Critical,6,18,78,Corrective,17,1200,No,11957,4.8,5.2,45.5,Critical,2500,8000,25000,5,1500,5000,800
L54262,L,300.7,310.3,1458,40.0,207,Critical,6,17,77,Corrective,17,1200,No,12231,4.9,5.1,48.6,Critical,2500,8000,25000,5,1500,5000,800
L54263,L,300.7,310.4,1416,61.8,209,Critical,8,16,76,Emergency,41,1500,Yes,12237,4.9,5.1,47.2,Critical,2500,8000,25000,5,1500,5000,800
L54264,L,300.6,310.3,1794,24.4,211,Critical,7,15,75,Corrective,17,1350,No,13083,5.2,4.8,59.8,Critical,2500,8000,25000,5,1500,5000,800
L54265,L,300.6,310.3,1484,41.0,213,Critical,7,14,74,Corrective,17,1350,No,12553,5.0,5.0,49.5,Critical,2500,8000,25000,5,1500,5000,800
L54266,L,300.6,310.4,2514,13.4,215,Critical,7,13,73,Corrective,17,1350,No,14703,5.9,4.1,83.8,Critical,2500,8000,25000,5,1500,5000,800
L54267,L,300.6,310.3,1648,30.5,217,Critical,9,12,72,Emergency,42,1650,Yes,13061,5.2,4.8,54.9,Critical,2500,8000,25000,5,1500,5000,800
M21948,M,300.6,310.3,1614,32.7,0,Healthy,1,120,180,Preventive,0,750,No,3228,1.3,8.7,53.8,Stable,4500,15000,45000,7,2800,9000,1500
L54269,L,300.6,310.2,1622,34.1,3,Healthy,1,119,179,Preventive,0,450,No,3379,1.4,8.6,54.1,Stable,2500,8000,25000,5,1500,5000,800
M21950,M,300.6,310.2,1478,40.1,5,Healthy,1,118,178,Preventive,0,750,No,3181,1.3,8.7,49.3,Stable,4500,15000,45000,7,2800,9000,1500
L54271,L,300.6,310.2,1318,51.0,8,Healthy,1,116,176,Preventive,0,450,No,2996,1.2,8.8,43.9,Stable,2500,8000,25000,5,1500,5000,800
L54272,L,300.7,310.2,1493,35.9,10,Healthy,1,115,175,Preventive,0,450,No,3436,1.4,8.6,49.8,Stable,2500,8000,25000,5,1500,5000,800
H36507,H,300.7,310.3,1369,50.7,12,Healthy,1,114,174,Preventive,1,1150,No,3278,1.3,8.7,45.6,Stable,7000,25000,70000,10,4200,15000,2500
L54274,L,300.6,310.2,1447,45.9,17,Healthy,1,112,172,Preventive,1,450,No,3659,1.5,8.5,48.2,Stable,2500,8000,25000,5,1500,5000,800
L54275,L,300.6,310.1,1485,49.9,19,Healthy,1,111,171,Preventive,1,450,No,3825,1.5,8.5,49.5,Stable,2500,8000,25000,5,1500,5000,800
L54276,L,300.6,310.2,1489,47.8,21,Healthy,1,110,170,Preventive,1,450,No,3923,1.6,8.4,49.6,Stable,2500,8000,25000,5,1500,5000,800
M21957,M,300.6,310.2,1233,52.3,23,Healthy,1,109,169,Preventive,1,750,No,3501,1.4,8.6,41.1,Stable,4500,15000,45000,7,2800,9000,1500
L54278,L,300.7,310.2,1642,32.6,26,Healthy,1,107,167,Preventive,2,450,No,4454,1.8,8.2,54.7,Stable,2500,8000,25000,5,1500,5000,800
