machine_id,operating_hours,estimated_age_years,remaining_useful_life_years,utilization_percent,health_trend
M22927,7210,2.9,7.1,49.7,Declining
M22928,7717,3.1,6.9,55.9,Declining
M22929,8250,3.3,6.7,62.5,Declining
M22930,8369,3.3,6.7,62.2,Declining
L55251,8062,3.2,6.8,54.9,Declining
H37486,7610,3.0,7.0,45.8,Declining
L55253,8201,3.3,6.7,51.9,Declining
L55254,8437,3.4,6.6,54.4,Declining
L55255,7997,3.2,6.8,45.5,Declining
L55256,8075,3.2,6.8,45.3,Declining
L55257,8539,3.4,6.6,51.6,Declining
L55258,8677,3.5,6.5,52.4,Declining
L55259,8681,3.5,6.5,50.9,Declining
H37494,8579,3.4,6.6,47.7,Declining
L55261,8652,3.5,6.5,45.2,Declining
H37496,8874,3.5,6.5,47.4,Declining
L55263,9131,3.7,6.3,47.9,Declining
L55264,9311,3.7,6.3,49.4,Declining
L55265,9097,3.6,6.4,44.4,Declining
L55266,9451,3.8,6.2,48.8,Declining
L55267,9507,3.8,6.2,48.2,Declining
L55268,9417,3.8,6.2,45.2,Declining
L55269,10147,4.1,5.9,55.9,Declining
L55270,10705,4.3,5.7,63.7,Declining
L55271,9725,3.9,6.1,45.8,Declining
M22952,10091,4.0,6.0,50.4,Declining
L55273,10222,4.1,5.9,50.4,Declining
H37508,10614,4.2,5.8,55.4,Declining
L55275,10501,4.2,5.8,49.8,Declining
M22956,10715,4.3,5.7,51.8,Declining
L55277,10644,4.3,5.7,48.4,Declining
L55278,10830,4.3,5.7,50.0,Declining
L55279,11126,4.5,5.5,53.4,Declining
L55280,11374,4.5,5.5,56.1,Declining
L55281,11234,4.5,5.5,52.2,Critical
L55282,11016,4.4,5.6,47.1,Critical
M22963,11138,4.5,5.5,47.6,Critical
L55284,11799,4.7,5.3,56.4,Critical
L55285,11457,4.6,5.4,49.2,Critical
M22966,11787,4.7,5.3,53.2,Critical
H37521,11510,4.6,5.4,46.3,Critical
M22968,12169,4.9,5.1,53.6,Critical
L55289,12732,5.1,4.9,60.7,Critical
H37524,13462,5.4,4.6,71.4,Critical
M22971,12511,5.0,5.0,51.8,Critical
M22972,2884,1.2,8.8,48.1,Stable
L55293,3053,1.2,8.8,48.6,Stable
H37528,5217,2.1,7.9,83.2,Stable
L55295,3184,1.3,8.7,45.6,Stable
L55296,4548,1.8,8.2,66.8,Stable
L55297,3442,1.4,8.6,46.9,Stable
L55298,3816,1.5,8.5,51.6,Stable
L55299,3476,1.4,8.6,44.4,Stable
L55300,4434,1.8,8.2,58.9,Stable
L55301,4644,1.9,8.1,60.9,Stable
M22982,4146,1.7,8.3,51.1,Stable
H37537,4245,1.7,8.3,50.5,Stable
L55304,4576,1.8,8.2,52.3,Stable
L55305,4434,1.8,8.2,48.4,Stable
L55306,4486,1.8,8.2,47.8,Stable
M22987,5010,2.0,8.0,55.0,Stable
L55308,5103,2.0,8.0,54.3,Stable
L55309,4975,2.0,8.0,50.7,Stable
H37544,4811,1.9,8.1,46.4,Stable
H37545,4978,2.0,8.0,45.5,Stable
M22992,5253,2.1,7.9,46.3,Stable
L55313,5542,2.2,7.8,48.9,Stable
L55314,6000,2.4,7.6,55.0,Stable
L55315,5898,2.4,7.6,51.8,Stable
M22996,5828,2.3,7.7,49.1,Stable
H37551,6215,2.5,7.5,53.3,Stable
L55318,5952,2.4,7.6,45.2,Stable
L55319,6472,2.6,7.4,52.4,Stable
L55320,6736,2.7,7.3,55.3,Stable
L55321,6296,2.5,7.5,46.4,Stable
M23002,6496,2.6,7.4,48.3,Declining
L55323,6689,2.7,7.3,49.2,Declining
M23004,6837,2.7,7.3,50.2,Declining
M23005,7330,2.9,7.1,56.2,Declining
L55326,7161,2.9,7.1,51.1,Declining
L55327,7079,2.8,7.2,48.2,Declining
M23008,7251,2.9,7.1,49.6,Declining
M23009,7264,2.9,7.1,47.6,Declining
M23010,7393,3.0,7.0,47.5,Declining
L55331,7624,3.0,7.0,49.1,Declining
L55332,7646,3.1,6.9,47.9,Declining
L55333,7874,3.1,6.9,50.2,Declining
L55334,7736,3.1,6.9,46.4,Declining
L55335,7606,3.0,7.0,42.8,Declining
L55336,8418,3.4,6.6,54.8,Declining
L55337,8216,3.3,6.7,49.9,Declining
L55338,8110,3.2,6.8,46.7,Declining
H37573,8758,3.5,6.5,56.0,Declining
M23020,8861,3.5,6.5,53.9,Declining
H37575,9188,3.7,6.3,57.1,Declining
L55342,9133,3.7,6.3,52.5,Declining
L55343,9223,3.7,6.3,52.5,Declining
L55344,9109,3.6,6.4,49.1,Declining
L55345,9359,3.7,6.3,51.7,Declining
L55346,9551,3.8,6.2,53.4,Declining
H37581,9141,3.7,6.3,45.1,Declining
L55348,10040,4.0,6.0,56.3,Declining
M23029,10240,4.1,5.9,58.2,Declining
L55350,9929,4.0,6.0,50.7,Declining
H37585,10257,4.1,5.9,54.7,Declining
L55352,10392,4.2,5.8,53.2,Declining
H37587,10284,4.1,5.9,49.9,Declining
L55354,10257,4.1,5.9,45.7,Declining
M23035,10495,4.2,5.8,48.2,Declining
L55356,10868,4.3,5.7,52.1,Declining
L55357,10708,4.3,5.7,48.0,Declining
L55358,10624,4.2,5.8,45.1,Declining
L55359,11130,4.5,5.5,52.0,Declining
M23040,11332,4.5,5.5,53.9,Critical
L55361,11905,4.8,5.2,61.2,Critical
M23042,11623,4.6,5.4,55.0,Critical
L55363,11364,4.5,5.5,48.4,Critical
L55364,12838,5.1,4.9,71.5,Critical
L55365,11748,4.7,5.3,51.8,Critical
L55366,12384,5.0,5.0,60.9,Critical
L55367,11716,4.7,5.3,48.3,Critical
M23048,11970,4.8,5.2,51.0,Critical
L55369,13011,5.2,4.8,66.1,Critical
M23050,12375,5.0,5.0,54.0,Critical
M23051,12530,5.0,5.0,54.3,Critical
L55372,11863,4.7,5.3,41.0,Critical
L55373,13241,5.3,4.7,62.4,Critical
L55374,12437,5.0,5.0,47.5,Critical
L55375,12427,5.0,5.0,45.9,Critical
L55376,13009,5.2,4.8,54.1,Critical
M23057,12839,5.1,4.9,49.7,Critical
M23058,12738,5.1,4.9,45.8,Critical
L55379,13599,5.4,4.6,57.9,Critical
L55380,2852,1.1,8.9,47.5,Stable
M23061,3742,1.5,8.5,60.9,Stable
L55382,3563,1.4,8.6,55.6,Stable
M23063,3261,1.3,8.7,49.1,Stable
L55384,3952,1.6,8.4,58.4,Stable
M23065,3432,1.4,8.6,48.2,Stable
L55386,3641,1.5,8.5,49.4,Stable
L55387,3835,1.5,8.5,51.2,Stable
L55388,3809,1.5,8.5,49.2,Stable
L55389,3727,1.5,8.5,46.4,Stable
H37624,4307,1.7,8.3,54.5,Stable
L55391,4610,1.8,8.2,55.8,Stable
H37626,4008,1.6,8.4,44.3,Stable
M23073,4671,1.9,8.1,51.6,Stable
L55394,4492,1.8,8.2,46.4,Stable
L55395,4674,1.9,8.1,47.9,Stable
L55396,4630,1.9,8.1,45.7,Stable
L55397,5134,2.1,7.9,52.6,Stable
L55398,5040,2.0,8.0,49.5,Stable
L55399,5168,2.1,7.9,50.1,Stable
M23080,5352,2.1,7.9,51.7,Stable
M23081,5241,2.1,7.9,47.6,Stable
L55402,6030,2.4,7.6,58.5,Stable
L55403,5268,2.1,7.9,44.3,Stable
L55404,5692,2.3,7.7,49.9,Stable
L55405,5854,2.3,7.7,51.1,Stable
L55406,5658,2.3,7.7,46.3,Stable
M23087,6018,2.4,7.6,50.8,Stable
M23088,5949,2.4,7.6,47.4,Stable
L55409,6718,2.7,7.3,58.0,Stable
L55410,6802,2.7,7.3,57.9,Stable
L55411,6258,2.5,7.5,47.3,Stable
L55412,6162,2.5,7.5,44.2,Stable
M23093,6498,2.6,7.4,48.3,Declining
L55414,6803,2.7,7.3,51.1,Declining
M23095,6711,2.7,7.3,48.1,Declining
L55416,6956,2.8,7.2,49.9,Declining
L55417,7642,3.1,6.9,59.9,Declining
L55418,7178,2.9,7.1,50.6,Declining
L55419,6908,2.8,7.2,44.6,Declining
L55420,7286,2.9,7.1,49.4,Declining
M23101,8608,3.4,6.6,70.0,Declining
M23102,7923,3.2,6.8,56.3,Declining
H37657,7418,3.0,7.0,45.6,Declining
L55424,7929,3.2,6.8,50.4,Declining
M23105,7601,3.0,7.0,43.4,Critical
L55426,8234,3.3,6.7,51.7,Declining
L55427,8646,3.5,6.5,57.1,Declining
L55428,8222,3.3,6.7,48.5,Declining
L55429,8448,3.4,6.6,50.8,Declining
M23110,8278,3.3,6.7,46.5,Declining
L55431,9587,3.8,6.2,66.0,Declining
L55432,8845,3.5,6.5,52.2,Declining
L55433,9119,3.6,6.4,55.2,Declining
M23114,9145,3.7,6.3,54.2,Declining
L55435,9242,3.7,6.3,53.5,Declining
H37670,8792,3.5,6.5,44.5,Declining
M23117,9519,3.8,6.2,52.9,Declining
L55438,9684,3.9,6.1,53.4,Declining
L55439,9512,3.8,6.2,49.0,Declining
H37674,9324,3.7,6.3,44.4,Declining
H37675,9753,3.9,6.1,47.8,Declining
L55442,10952,4.4,5.6,64.0,Declining
H37677,10608,4.2,5.8,56.8,Declining
M23124,10219,4.1,5.9,46.6,Declining
H37679,11142,4.5,5.5,59.7,Declining
L55446,11421,4.6,5.4,60.6,Declining
L55447,10955,4.4,5.6,51.3,Declining
M23128,10969,4.4,5.6,50.1,Declining
H37683,11622,4.6,5.4,58.7,Critical
M23130,11359,4.5,5.5,50.6,Critical
L55451,11078,4.4,5.6,43.6,Critical
L55452,11276,4.5,5.5,45.4,Critical
M23133,12214,4.9,5.1,59.6,Critical
L55454,12055,4.8,5.2,54.7,Critical
M23135,12305,4.9,5.1,57.3,Critical
L55456,11768,4.7,5.3,46.1,Critical
H37691,11678,4.7,5.3,43.1,Critical
L55458,12243,4.9,5.1,48.8,Critical
L55459,13011,5.2,4.8,60.1,Critical
L55460,12699,5.1,4.9,53.4,Critical
H37695,12623,5.0,5.0,50.6,Critical
M23142,13086,5.2,4.8,54.6,Critical
H37697,13175,5.3,4.7,53.8,Critical
L55464,3302,1.3,8.7,55.0,Stable
L55465,2864,1.1,8.9,46.2,Stable
M23146,3536,1.4,8.6,55.9,Stable
L55467,3485,1.4,8.6,52.8,Stable
M23148,3685,1.5,8.5,54.7,Stable
L55469,3352,1.3,8.7,46.9,Stable
M23150,3988,1.6,8.4,56.0,Stable
L55471,4199,1.7,8.3,57.2,Stable
H37706,3713,1.5,8.5,47.6,Stable
M23153,4146,1.7,8.3,51.1,Stable
M23154,4265,1.7,8.3,50.8,Stable
L55475,4828,1.9,8.1,58.0,Stable
L55476,4312,1.7,8.3,47.9,Stable
M23157,4720,1.9,8.1,53.2,Stable
H37712,4535,1.8,8.2,47.8,Stable
L55479,5164,2.1,7.9,54.6,Stable
L55480,5096,2.0,8.0,51.9,Stable
M23161,5358,2.1,7.9,54.8,Stable
L55482,5487,2.2,7.8,54.7,Stable
L55483,5303,2.1,7.9,50.1,Stable
M23164,5397,2.2,7.8,50.2,Stable
H37719,5280,2.1,7.9,46.0,Stable
M23166,5843,2.3,7.7,51.6,Stable
M23167,5684,2.3,7.7,46.7,Critical
L55488,5817,2.3,7.7,46.7,Stable
M23169,6023,2.4,7.6,48.6,Stable
L55490,6170,2.5,7.5,48.8,Stable
M23171,5920,2.4,7.6,43.2,Stable
M23172,6523,2.6,7.4,51.0,Stable
M23173,6568,2.6,7.4,49.5,Declining
L55494,7213,2.9,7.1,58.0,Declining
H37729,6669,2.7,7.3,47.4,Declining
L55496,6976,2.8,7.2,48.8,Declining
L55497,7474,3.0,7.0,55.6,Declining
H37732,7360,2.9,7.1,52.2,Declining
L55499,7241,2.9,7.1,46.4,Declining
M23180,7451,3.0,7.0,48.4,Declining
L55501,7564,3.0,7.0,48.1,Declining
L55502,7498,3.0,7.0,45.5,Declining
H37737,7766,3.1,6.9,48.4,Declining
M23184,7873,3.1,6.9,46.5,Declining
M23185,8220,3.3,6.7,50.0,Declining
H37740,8401,3.4,6.6,50.8,Declining
M23187,8088,3.2,6.8,41.8,Declining
L55508,8365,3.3,6.7,44.2,Declining
L55509,8653,3.5,6.5,47.5,Declining
L55510,8905,3.6,6.4,50.2,Declining
M23191,8769,3.5,6.5,46.4,Declining
L55512,9178,3.7,6.3,51.0,Declining
M23193,9164,3.7,6.3,49.2,Declining
M23194,9263,3.7,6.3,48.6,Declining
M23195,10960,4.4,5.6,74.7,Declining
L55516,9513,3.8,6.2,48.3,Declining
M23197,9883,4.0,6.0,53.0,Declining
L55518,10320,4.1,5.9,58.0,Declining
M23199,9928,4.0,6.0,50.0,Declining
M23200,10025,4.0,6.0,49.3,Declining
L55521,10702,4.3,5.7,58.4,Declining
L55522,10310,4.1,5.9,50.3,Declining
H37757,10254,4.1,5.9,47.9,Declining
L55524,10823,4.3,5.7,53.6,Declining
H37759,10675,4.3,5.7,49.7,Declining
L55526,11122,4.4,5.6,53.4,Declining
L55527,11340,4.5,5.5,55.5,Declining
M23208,11004,4.4,5.6,48.4,Critical
M23209,11209,4.5,5.5,49.6,Critical
M23210,11134,4.5,5.5,46.1,Critical
M23211,11877,4.8,5.2,56.2,Critical
L55532,11622,4.6,5.4,49.7,Critical
L55533,11614,4.6,5.4,48.1,Critical
L55534,11600,4.6,5.4,46.3,Critical
L55535,11914,4.8,5.2,50.1,Critical
M23216,11688,4.7,5.3,44.8,Critical
L55537,11905,4.8,5.2,46.2,Critical
L55538,3094,1.2,8.8,51.6,Stable
M23219,3140,1.3,8.7,50.8,Stable
L55540,3305,1.3,8.7,51.3,Stable
L55541,3215,1.3,8.7,48.3,Stable
L55542,3111,1.2,8.8,45.1,Stable
L55543,3659,1.5,8.5,52.7,Stable
L55544,3377,1.4,8.6,46.5,Stable
M23225,3777,1.5,8.5,51.7,Stable
M23226,4482,1.8,8.2,61.2,Stable
L55547,3725,1.5,8.5,46.3,Stable
L55548,4103,1.6,8.4,51.1,Stable
L55549,5031,2.0,8.0,65.1,Stable
L55550,4483,1.8,8.2,54.5,Stable
L55551,5067,2.0,8.0,62.7,Stable
M23232,4291,1.7,8.3,48.3,Stable
M23233,4254,1.7,8.3,45.4,Stable
L55554,4115,1.6,8.4,40.8,Stable
M23235,4523,1.8,8.2,46.1,Stable
L55556,4558,1.8,8.2,44.5,Stable
L55557,4652,1.9,8.1,44.5,Stable
M23238,4732,1.9,8.1,44.4,Stable
L55559,5463,2.2,7.8,54.3,Stable
L55560,5847,2.3,7.7,59.2,Stable
H37795,5445,2.2,7.8,51.0,Stable
L55562,6048,2.4,7.6,57.3,Stable
M23243,5690,2.3,7.7,49.8,Stable
L55564,5735,2.3,7.7,48.3,Stable
H37799,6051,2.4,7.6,52.1,Stable
M23246,6152,2.5,7.5,50.0,Stable
L55567,5987,2.4,7.6,45.0,Stable
L55568,6105,2.4,7.6,45.5,Stable
L55569,6515,2.6,7.4,50.8,Stable
M23250,6131,2.5,7.5,42.9,Stable
L55571,6536,2.6,7.4,47.4,Declining
M23252,6784,2.7,7.3,50.1,Declining
L55573,6771,2.7,7.3,47.6,Declining
M23254,7137,2.9,7.1,52.2,Declining
M23255,7106,2.8,7.2,49.4,Declining
H37810,7461,3.0,7.0,53.1,Declining
L55577,7948,3.2,6.8,57.5,Declining
L55578,9824,3.9,6.1,87.2,Critical
L55579,7268,2.9,7.1,43.1,Declining
L55580,7836,3.1,6.9,51.1,Declining
H37815,8202,3.3,6.7,55.7,Declining
L55582,7825,3.1,6.9,45.7,Declining
L55583,8099,3.2,6.8,48.7,Declining
L55584,8355,3.3,6.7,51.5,Declining
M23265,8323,3.3,6.7,49.5,Declining
M23266,8178,3.3,6.7,44.8,Declining
L55587,8339,3.3,6.7,45.2,Declining
M23268,8859,3.5,6.5,52.4,Declining
L55589,9572,3.8,6.2,62.0,Declining
L55590,9036,3.6,6.4,51.6,Declining
L55591,9022,3.6,6.4,49.9,Declining
M23272,8748,3.5,6.5,43.8,Declining
M23273,9099,3.6,6.4,47.4,Declining
L55594,10074,4.0,6.0,61.4,Declining
M23275,9348,3.7,6.3,47.8,Declining
M23276,9785,3.9,6.1,52.8,Declining
H37831,10158,4.1,5.9,56.8,Declining
L55598,10917,4.4,5.6,65.7,Declining
L55599,9927,4.0,6.0,47.7,Declining
L55600,10247,4.1,5.9,51.5,Declining
L55601,10237,4.1,5.9,49.9,Declining
H37836,9821,3.9,6.1,41.4,Declining
L55603,10464,4.2,5.8,48.4,Declining
L55604,10410,4.2,5.8,46.0,Declining
L55605,10874,4.3,5.7,52.2,Declining
L55606,11086,4.4,5.6,54.3,Declining
L55607,10930,4.4,5.6,50.2,Declining
M23288,11664,4.7,5.3,60.9,Declining
L55609,11299,4.5,5.5,52.6,Critical
L55610,10843,4.3,5.7,43.5,Critical
H37845,10973,4.4,5.6,44.1,Critical
L55612,11624,4.6,5.4,51.2,Critical
M23293,11642,4.7,5.3,50.0,Critical
M23294,12083,4.8,5.2,55.1,Critical
M23295,11948,4.8,5.2,50.6,Critical
L55616,11787,4.7,5.3,45.7,Critical
L55617,11497,4.6,5.4,39.4,Critical
L55618,12163,4.9,5.1,49.0,Critical
L55619,12589,5.0,5.0,54.6,Critical
L55620,2740,1.1,8.9,45.7,Stable
L55621,3350,1.3,8.7,54.3,Stable
L55622,3214,1.3,8.7,50.6,Stable
M23303,3606,1.4,8.6,55.6,Stable
M23304,4041,1.6,8.4,60.6,Stable
M23305,3622,1.4,8.6,51.4,Stable
L55626,3639,1.5,8.5,49.4,Stable
L55627,3643,1.5,8.5,48.0,Stable
L55628,3839,1.5,8.5,49.7,Stable
L55629,4395,1.8,8.2,57.5,Stable
L55630,4153,1.7,8.3,52.0,Stable
L55631,3995,1.6,8.4,47.8,Stable
M23312,4239,1.7,8.3,50.4,Stable
L55633,4478,1.8,8.2,52.1,Stable
L55634,4484,1.8,8.2,50.7,Stable
L55635,4242,1.7,8.3,45.2,Stable
L55636,4732,1.9,8.1,51.9,Stable
L55637,4496,1.8,8.2,46.4,Stable
L55638,5306,2.1,7.9,58.4,Stable
L55639,5192,2.1,7.9,55.0,Stable
L55640,4724,1.9,8.1,45.7,Stable
L55641,4962,2.0,8.0,48.2,Stable
M23322,5162,2.1,7.9,50.0,Stable
M23323,5117,2.0,8.0,47.0,Stable
H37878,5774,2.3,7.7,55.7,Stable
M23325,5605,2.2,7.8,49.2,Stable
L55646,5728,2.3,7.7,49.0,Stable
L55647,6288,2.5,7.5,56.8,Stable
H37882,5896,2.4,7.6,48.8,Stable
M23329,5755,2.3,7.7,42.7,Stable
L55650,6258,2.5,7.5,48.8,Stable
L55651,6084,2.4,7.6,44.4,Stable
L55652,6778,2.7,7.3,54.5,Stable
M23333,6460,2.6,7.4,47.7,Declining
M23334,6781,2.7,7.3,50.8,Declining
M23335,6984,2.8,7.2,51.9,Declining
L55656,7175,2.9,7.1,52.8,Declining
H37891,7253,2.9,7.1,52.6,Declining
M23338,7028,2.8,7.2,45.1,Declining
L55659,7709,3.1,6.9,54.2,Declining
L55660,7499,3.0,7.0,49.2,Declining
M23341,7825,3.1,6.9,53.2,Declining
L55662,7810,3.1,6.9,50.7,Declining
L55663,8096,3.2,6.8,53.9,Declining
L55664,7744,3.1,6.9,46.6,Declining
L55665,7940,3.2,6.8,48.3,Declining
M23346,8132,3.3,6.7,50.0,Declining
L55667,8049,3.2,6.8,46.4,Declining
L55668,8125,3.2,6.8,46.2,Declining
L55669,8367,3.3,6.7,48.7,Declining
M23350,8263,3.3,6.7,45.5,Declining
L55671,8828,3.5,6.5,52.6,Declining
M23352,8788,3.5,6.5,50.5,Declining
M23353,9015,3.6,6.4,52.0,Declining
L55674,9114,3.6,6.4,51.4,Declining
L55675,9456,3.8,6.2,55.6,Declining
M23356,9842,3.9,6.1,60.5,Declining
M23357,9363,3.7,6.3,50.3,Declining
L55678,9438,3.8,6.2,49.3,Declining
L55679,9880,4.0,6.0,55.2,Declining
L55680,10082,4.0,6.0,57.0,Declining
L55681,9912,4.0,6.0,52.7,Declining
H37916,9398,3.8,6.2,42.6,Declining
L55683,10001,4.0,6.0,48.9,Declining
L55684,9993,4.0,6.0,47.3,Declining
L55685,10305,4.1,5.9,51.0,Declining
L55686,10755,4.3,5.7,57.0,Critical
L55687,10461,4.2,5.8,50.6,Declining
M23368,10873,4.3,5.7,56.0,Declining
M23369,11390,4.6,5.4,62.3,Declining
L55690,10753,4.3,5.7,49.5,Declining
L55691,10789,4.3,5.7,48.6,Declining
H37926,11057,4.4,5.6,51.5,Declining
M23373,11146,4.5,5.5,49.3,Critical
L55694,11219,4.5,5.5,48.2,Critical
L55695,11301,4.5,5.5,48.1,Critical
L55696,11559,4.6,5.4,50.9,Critical
M23377,11533,4.6,5.4,49.0,Critical
M23378,12092,4.8,5.2,56.0,Critical
L55699,11705,4.7,5.3,47.3,Critical
M23380,12041,4.8,5.2,51.4,Critical
L55701,11842,4.7,5.3,45.9,Critical
H37936,3262,1.3,8.7,54.4,Stable
H37937,3283,1.3,8.7,51.0,Stable
L55704,3386,1.4,8.6,48.9,Stable
L55705,3296,1.3,8.7,45.9,Stable
L55706,3432,1.4,8.6,46.7,Stable
L55707,3782,1.5,8.5,51.0,Stable
L55708,3834,1.5,8.5,50.4,Stable
M23389,3944,1.6,8.4,50.7,Stable
M23390,4265,1.7,8.3,53.8,Stable
L55711,4068,1.6,8.4,48.3,Stable
L55712,3890,1.6,8.4,43.8,Stable
M23393,4280,1.7,8.3,48.8,Stable
M23394,4293,1.7,8.3,46.8,Stable
L55715,4714,1.9,8.1,51.6,Stable
M23396,4562,1.8,8.2,47.5,Stable
L55717,5305,2.1,7.9,57.7,Stable
L55718,5031,2.0,8.0,51.6,Stable
L55719,5059,2.0,8.0,50.6,Stable
L55720,5489,2.2,7.8,56.2,Stable
L55721,5681,2.3,7.7,57.9,Stable
H37956,5319,2.1,7.9,50.4,Stable
M23403,5250,2.1,7.9,45.5,Stable
H37958,6677,2.7,7.3,67.0,Stable
L55725,6492,2.6,7.4,60.2,Stable
L55726,6402,2.6,7.4,57.2,Stable
M23407,6392,2.6,7.4,55.5,Stable
L55728,6351,2.5,7.5,52.6,Stable
L55729,6401,2.6,7.4,51.9,Stable
L55730,6287,2.5,7.5,48.5,Stable
M23411,6379,2.6,7.4,48.6,Stable
L55732,6534,2.6,7.4,48.9,Declining
M23413,7012,2.8,7.2,55.4,Declining
L55734,7009,2.8,7.2,53.1,Declining
L55735,7107,2.8,7.2,53.2,Declining
L55736,6983,2.8,7.2,49.6,Declining
L55737,7037,2.8,7.2,49.0,Declining
M23418,7195,2.9,7.1,50.2,Declining
L55739,7358,2.9,7.1,50.6,Declining
L55740,7226,2.9,7.1,46.9,Declining
L55741,7164,2.9,7.1,44.4,Declining
L55742,7292,2.9,7.1,45.0,Declining
L55743,7680,3.1,6.9,50.0,Declining
M23424,7998,3.2,6.8,53.8,Declining
L55745,7883,3.2,6.8,49.6,Declining
M23426,8497,3.4,6.6,58.4,Declining
L55747,8152,3.3,6.7,50.4,Declining
L55748,8602,3.4,6.6,56.4,Declining
L55749,8824,3.5,6.5,58.6,Declining
H37984,8490,3.4,6.6,51.5,Declining
L55751,10149,4.1,5.9,75.4,Declining
M23432,8833,3.5,6.5,52.0,Declining
L55753,9102,3.6,6.4,54.2,Declining
L55754,8788,3.5,6.5,47.5,Declining
M23435,9326,3.7,6.3,54.9,Declining
L55756,9211,3.7,6.3,50.8,Declining
L55757,9259,3.7,6.3,50.1,Declining
L55758,9323,3.7,6.3,49.6,Declining
M23439,9675,3.9,6.1,54.0,Declining
L55760,9832,3.9,6.1,54.4,Declining
M23441,9518,3.8,6.2,47.6,Declining
M23442,9463,3.8,6.2,44.5,Critical
L55763,9776,3.9,6.1,47.4,Declining
L55764,9800,3.9,6.1,46.3,Declining
M23445,9786,3.9,6.1,44.6,Declining
H38000,10167,4.1,5.9,48.7,Declining
M23447,10724,4.3,5.7,54.2,Declining
L55768,10375,4.2,5.8,46.2,Declining
M23449,10771,4.3,5.7,51.3,Declining
L55770,10944,4.4,5.6,51.9,Declining
L55771,11132,4.5,5.5,53.5,Declining
M23452,10870,4.3,5.7,47.7,Declining
M23453,11347,4.5,5.5,53.4,Critical
L55774,10992,4.4,5.6,45.2,Critical
M23455,11618,4.6,5.4,54.1,Critical
L55776,11159,4.5,5.5,44.2,Critical
L55777,11415,4.6,5.4,47.0,Critical
L55778,11641,4.7,5.3,49.3,Critical
L55779,11695,4.7,5.3,48.7,Critical
L55780,11735,4.7,5.3,47.8,Critical
H38015,11673,4.7,5.3,45.3,Critical
L55782,12638,5.1,4.9,57.6,Critical
H38017,12038,4.8,5.2,46.1,Critical
L55784,12089,4.8,5.2,43.2,Critical
L55785,12851,5.1,4.9,54.4,Critical
M23466,12685,5.1,4.9,50.2,Critical
L55787,12676,5.1,4.9,47.8,Critical
L55788,12638,5.1,4.9,45.6,Critical
L55789,12940,5.2,4.8,49.2,Critical
L55790,3122,1.2,8.8,52.0,Stable
L55791,3034,1.2,8.8,49.1,Stable
L55792,3062,1.2,8.8,48.0,Stable
M23473,3072,1.2,8.8,46.7,Stable
L55794,3787,1.5,8.5,56.4,Stable
L55795,3259,1.3,8.7,46.1,Stable
L55796,3295,1.3,8.7,45.2,Stable
L55797,3733,1.5,8.5,51.0,Stable
L55798,4423,1.8,8.2,61.0,Stable
H38033,3815,1.5,8.5,49.3,Stable
L55800,4030,1.6,8.4,49.2,Stable
M23481,4032,1.6,8.4,47.7,Stable
L55802,4179,1.7,8.3,47.9,Stable
M23483,4347,1.7,8.3,49.2,Stable
H38038,4510,1.8,8.2,49.7,Stable
L55805,5019,2.0,8.0,54.4,Stable
L55806,4649,1.9,8.1,46.7,Stable
L55807,4629,1.9,8.1,44.9,Stable
L55808,5519,2.2,7.8,58.2,Stable
H38043,5229,2.1,7.9,51.9,Stable
L55810,5082,2.0,8.0,45.7,Stable
H38045,5442,2.2,7.8,50.2,Stable
L55812,5835,2.3,7.7,53.0,Stable
L55813,5417,2.2,7.8,44.5,Stable
L55814,5657,2.3,7.7,47.0,Stable
L55815,6333,2.5,7.5,56.8,Stable
L55816,6461,2.6,7.4,57.4,Stable
L55817,6023,2.4,7.6,48.6,Stable
L55818,6339,2.5,7.5,52.4,Stable
L55819,6053,2.4,7.6,46.1,Stable
L55820,6141,2.5,7.5,46.1,Stable
M23501,6185,2.5,7.5,45.3,Stable
M23502,6792,2.7,7.3,53.2,Declining
L55823,6631,2.7,7.3,48.3,Declining
M23504,6711,2.7,7.3,48.1,Declining
M23505,6944,2.8,7.2,49.7,Declining
L55826,7089,2.8,7.2,49.9,Declining
L55827,7245,2.9,7.1,51.0,Declining
M23508,7231,2.9,7.1,49.3,Declining
L55829,7066,2.8,7.2,44.3,Declining
H38064,8042,3.2,6.8,59.0,Declining
M23511,7853,3.1,6.9,52.1,Declining
H38066,7782,3.1,6.9,48.7,Declining
M23513,7755,3.1,6.9,44.5,Declining
M23514,8102,3.2,6.8,48.0,Declining
L55835,7891,3.2,6.8,42.3,Declining
M23516,8839,3.5,6.5,56.6,Declining
L55837,8422,3.4,6.6,47.4,Declining
L55838,8662,3.5,6.5,49.9,Declining
L55839,8510,3.4,6.6,45.8,Declining
L55840,8440,3.4,6.6,43.2,Declining
L55841,9226,3.7,6.3,54.8,Declining
L55842,9058,3.6,6.4,50.5,Declining
L55843,9462,3.8,6.2,55.7,Declining
H38078,8920,3.6,6.4,45.2,Declining
L55845,9165,3.7,6.3,45.5,Declining
L55846,9339,3.7,6.3,46.9,Declining
M23527,9525,3.8,6.2,48.5,Declining
L55848,9754,3.9,6.1,50.1,Declining
M23529,9782,3.9,6.1,49.0,Declining
L55850,10137,4.1,5.9,52.7,Declining
L55851,10125,4.0,6.0,51.0,Declining
L55852,9779,3.9,6.1,43.7,Declining
