machine_id,maintenance_count,last_service_days,next_service_days,maintenance_type,total_downtime_hours,maintenance_cost,last_failure
L54274,1,112,172,Preventive,1,450,No
L54275,1,111,171,Preventive,1,450,No
L54276,1,110,170,Preventive,1,450,No
M21957,1,109,169,Preventive,1,750,No
L54278,1,107,167,Preventive,2,450,No
M21959,1,106,166,Preventive,2,750,No
L54280,1,105,165,Preventive,2,450,No
L54281,1,104,164,Preventive,2,450,No
M21962,2,103,163,Preventive,2,900,No
H36517,2,101,161,Preventive,3,1300,No
L54284,2,99,159,Preventive,3,600,No
L54285,2,98,158,Preventive,3,600,No
L54286,2,97,157,Preventive,3,600,No
H36521,2,96,156,Preventive,4,1300,No
M21968,2,93,153,Preventive,4,900,No
L54289,2,92,152,Preventive,4,600,No
M21970,2,91,151,Preventive,4,900,No
M21971,2,89,149,Preventive,5,900,No
L54292,2,88,148,Preventive,5,600,No
L54293,2,87,147,Preventive,5,600,No
H36528,2,86,146,Preventive,5,1300,No
M21975,3,83,143,Preventive,6,1050,No
L54296,3,82,142,Preventive,6,750,No
L54297,3,81,141,Preventive,6,750,No
L54298,3,80,140,Preventive,6,750,No
L54299,3,79,139,Preventive,6,750,No
L54300,3,78,138,Preventive,7,750,No
M21981,3,77,137,Preventive,7,1050,No
L54302,3,75,135,Preventive,7,750,No
M21983,3,74,134,Preventive,7,1050,No
M21984,3,73,133,Preventive,7,1050,No
L54305,3,71,131,Preventive,8,750,No
M21986,3,70,130,Preventive,8,1050,No
L54307,3,69,129,Preventive,8,750,No
L54308,4,68,128,Preventive,8,900,No
L54309,4,67,127,Preventive,8,900,No
L54310,4,66,126,Preventive,9,900,No
M21991,4,65,125,Preventive,9,1200,No
L54312,4,63,123,Preventive,9,900,No
M21993,4,62,122,Preventive,9,1200,No
M21994,4,61,121,Preventive,9,1200,No
L54315,4,59,119,Corrective,10,900,No
M21996,4,58,118,Corrective,10,1200,No
M21997,4,57,117,Corrective,10,1200,No
L54318,4,55,115,Corrective,10,900,No
L54319,4,54,114,Corrective,11,900,No
L54320,4,53,113,Corrective,11,900,No
M22001,4,52,112,Corrective,11,1200,No
H36556,4,51,111,Corrective,11,1600,No
H36557,5,48,108,Corrective,12,1750,No
M22004,5,46,106,Corrective,12,1350,No
L54325,5,44,104,Corrective,12,1050,No
L54326,5,43,103,Corrective,12,1050,No
L54327,5,42,102,Corrective,13,1050,No
M22008,5,41,101,Corrective,13,1350,No
L54329,5,40,100,Corrective,13,1050,No
L54330,5,39,99,Corrective,13,1050,No
H36565,5,38,98,Corrective,13,1750,No
L54332,5,35,95,Corrective,14,1050,No
L54333,5,34,94,Corrective,14,1050,No
L54334,5,33,93,Corrective,14,1050,No
M22015,6,32,92,Corrective,14,1500,No
M22016,6,31,91,Corrective,14,1500,No
L54337,6,29,89,Corrective,15,1200,No
L54338,6,28,88,Corrective,15,1200,No
L54339,6,27,87,Corrective,15,1200,No
M22020,6,26,86,Corrective,15,1500,No
L54341,6,25,85,Corrective,15,1200,No
L54342,6,24,84,Corrective,16,1200,No
M22023,6,23,83,Corrective,16,1500,No
M22024,6,21,81,Corrective,16,1500,No
L54345,6,20,80,Corrective,16,1200,No
M22026,6,19,79,Corrective,16,1500,No
L54347,8,17,77,Emergency,41,1500,Yes
L54348,1,120,180,Preventive,0,450,No
L54349,1,119,179,Preventive,0,450,No
M22030,1,118,178,Preventive,0,750,No
M22031,1,117,177,Preventive,0,750,No
M22032,1,115,175,Preventive,0,750,No
L54353,1,114,174,Preventive,1,450,No
L54354,1,113,173,Preventive,1,450,No
L54355,1,112,172,Preventive,1,450,No
L54356,1,111,171,Preventive,1,450,No
L54357,1,110,170,Preventive,1,450,No
L54358,1,109,169,Preventive,1,450,No
L54359,1,108,168,Preventive,2,450,No
M22040,1,107,167,Preventive,2,750,No
L54361,1,105,165,Preventive,2,450,No
L54362,1,104,164,Preventive,2,450,No
L54363,1,103,163,Preventive,2,450,No
M22044,2,102,162,Preventive,3,900,No
L54365,2,101,161,Preventive,3,600,No
M22046,2,100,160,Preventive,3,900,No
L54367,2,98,158,Preventive,3,600,No
L54368,2,97,157,Preventive,3,600,No
L54369,2,96,156,Preventive,4,600,No
L54370,2,95,155,Preventive,4,600,No
L54371,2,94,154,Preventive,4,600,No
M22052,2,93,153,Preventive,4,900,No
L54373,2,92,152,Preventive,4,600,No
L54374,2,91,151,Preventive,4,600,No
M22055,2,90,150,Preventive,5,900,No
H36610,2,88,148,Preventive,5,1300,No
L54377,2,86,146,Preventive,5,600,No
M22058,3,85,145,Preventive,5,1050,No
L54379,3,83,143,Preventive,6,750,No
L54380,3,82,142,Preventive,6,750,No
L54381,3,81,141,Preventive,6,750,No
L54382,3,80,140,Preventive,6,750,No
M22063,3,79,139,Preventive,6,1050,No
L54384,3,78,138,Preventive,7,750,No
L54385,3,77,137,Preventive,7,750,No
L54386,3,76,136,Preventive,7,750,No
M22067,3,75,135,Preventive,7,1050,No
L54388,3,73,133,Preventive,7,750,No
L54389,3,72,132,Preventive,8,750,No
M22070,3,71,131,Preventive,8,1050,No
L54391,3,70,130,Preventive,8,750,No
M22072,3,69,129,Preventive,8,1050,No
M22073,4,67,127,Preventive,8,1200,No
M22074,4,66,126,Preventive,9,1200,No
L54395,4,64,124,Preventive,9,900,No
M22076,4,63,123,Preventive,9,1200,No
L54397,4,62,122,Preventive,9,900,No
H36632,4,61,121,Preventive,9,1600,No
M22079,4,58,118,Corrective,10,1200,No
L54400,4,57,117,Corrective,10,900,No
H36635,4,56,116,Corrective,10,1600,No
M22082,4,53,113,Corrective,11,1200,No
L54403,4,52,112,Corrective,11,900,No
L54404,4,51,111,Corrective,11,900,No
M22085,5,50,110,Corrective,11,1350,No
L54406,5,48,108,Corrective,12,1050,No
L54407,5,47,107,Corrective,12,1050,No
H36642,5,46,106,Corrective,12,1750,No
L54409,5,44,104,Corrective,12,1050,No
L54410,5,43,103,Corrective,12,1050,No
L54411,5,42,102,Corrective,13,1050,No
M22092,5,41,101,Corrective,13,1350,No
L54413,5,39,99,Corrective,13,1050,No
M22094,5,38,98,Corrective,13,1350,No
L54415,5,37,97,Corrective,13,1050,No
M22096,5,36,96,Corrective,14,1350,No
M22097,5,34,94,Corrective,14,1350,No
L54418,6,33,93,Corrective,14,1200,No
L54419,6,32,92,Corrective,14,1200,No
M22100,6,31,91,Corrective,14,1500,No
M22101,6,29,89,Corrective,15,1500,No
H36656,6,28,88,Corrective,15,1900,No
M22103,6,25,85,Corrective,15,1500,No
L54424,6,24,84,Corrective,16,1200,No
L54425,6,23,83,Corrective,16,1200,No
L54426,6,22,82,Corrective,16,1200,No
M22107,6,21,81,Corrective,16,1500,No
L54428,6,19,79,Corrective,16,1200,No
L54429,6,18,78,Corrective,17,1200,No
M22110,6,17,77,Corrective,17,1500,No
M22111,6,16,76,Corrective,17,1500,No
H36666,7,14,74,Corrective,17,2050,No
L54433,7,12,72,Corrective,18,1350,No
L54434,7,11,71,Corrective,18,1350,No
M22115,7,10,70,Corrective,18,1650,No
H36670,1,120,180,Preventive,0,1150,No
L54437,1,118,178,Preventive,0,450,No
L54438,1,117,177,Preventive,0,450,No
M22119,1,116,176,Preventive,0,750,No
L54440,1,114,174,Preventive,1,450,No
L54441,1,113,173,Preventive,1,450,No
M22122,1,112,172,Preventive,1,750,No
L54443,1,111,171,Preventive,1,450,No
M22124,1,110,170,Preventive,1,750,No
L54445,1,108,168,Preventive,2,450,No
L54446,1,107,167,Preventive,2,450,No
L54447,1,106,166,Preventive,2,450,No
L54448,1,105,165,Preventive,2,450,No
M22129,1,104,164,Preventive,2,750,No
L54450,2,103,163,Preventive,2,600,No
M22131,2,102,162,Preventive,3,900,No
L54452,2,100,160,Preventive,3,600,No
M22133,2,99,159,Preventive,3,900,No
M22134,2,98,158,Preventive,3,900,No
L54455,2,96,156,Preventive,4,600,No
M22136,2,95,155,Preventive,4,900,No
L54457,2,94,154,Preventive,4,600,No
H36692,2,93,153,Preventive,4,1300,No
L54459,2,90,150,Preventive,5,600,No
L54460,4,89,149,Emergency,29,900,Yes
L54461,2,88,148,Preventive,5,600,No
L54462,2,87,147,Preventive,5,600,No
M22143,2,86,146,Preventive,5,900,No
M22144,3,85,145,Preventive,5,1050,No
M22145,3,83,143,Preventive,6,1050,No
M22146,3,82,142,Preventive,6,1050,No
M22147,3,80,140,Preventive,6,1050,No
M22148,3,79,139,Preventive,6,1050,No
L54469,3,77,137,Preventive,7,750,No
L54470,3,76,136,Preventive,7,750,No
L54471,3,75,135,Preventive,7,750,No
M22152,3,74,134,Preventive,7,1050,No
L54473,3,73,133,Preventive,7,750,No
L54474,3,72,132,Preventive,8,750,No
M22155,3,71,131,Preventive,8,1050,No
H36710,3,69,129,Preventive,8,1450,No
L54477,4,67,127,Preventive,8,900,No
L54478,4,66,126,Preventive,9,900,No
L54479,4,65,125,Preventive,9,900,No
L54480,4,64,124,Preventive,9,900,No
L54481,4,63,123,Preventive,9,900,No
L54482,4,62,122,Preventive,9,900,No
L54483,4,61,121,Preventive,9,900,No
L54484,4,60,120,Corrective,10,900,No
M22165,4,59,119,Corrective,10,1200,No
L54486,4,57,117,Corrective,10,900,No
M22167,4,56,116,Corrective,10,1200,No
L54488,4,55,115,Corrective,10,900,No
L54489,4,54,114,Corrective,11,900,No
L54490,4,53,113,Corrective,11,900,No
H36725,4,52,112,Corrective,11,1600,No
L54492,5,49,109,Corrective,11,1050,No
L54493,5,48,108,Corrective,12,1050,No
L54494,5,47,107,Corrective,12,1050,No
L54495,5,46,106,Corrective,12,1050,No
L54496,5,45,105,Corrective,12,1050,No
L54497,5,44,104,Corrective,12,1050,No
H36732,5,43,103,Corrective,12,1750,No
L54499,5,41,101,Corrective,13,1050,No
H36734,5,40,100,Corrective,13,1750,No
L54501,5,37,97,Corrective,13,1050,No
H36736,5,36,96,Corrective,14,1750,No
L54503,5,34,94,Corrective,14,1050,No
M22184,6,33,93,Corrective,14,1500,No
L54505,6,31,91,Corrective,14,1200,No
M22186,6,30,90,Corrective,15,1500,No
M22187,6,29,89,Corrective,15,1500,No
L54508,6,27,87,Corrective,15,1200,No
M22189,6,26,86,Corrective,15,1500,No
H36744,6,25,85,Corrective,15,1900,No
L54511,6,22,82,Corrective,16,1200,No
M22192,6,21,81,Corrective,16,1500,No
M22193,6,20,80,Corrective,16,1500,No
L54514,6,18,78,Corrective,17,1200,No
L54515,6,17,77,Corrective,17,1200,No
H36750,6,16,76,Corrective,17,1900,No
L54517,7,14,74,Corrective,17,1350,No
L54518,7,13,73,Corrective,17,1350,No
L54519,1,120,180,Preventive,0,450,No
L54520,1,119,179,Preventive,0,450,No
L54521,1,118,178,Preventive,0,450,No
M22202,1,117,177,Preventive,0,750,No
L54523,1,116,176,Preventive,0,450,No
L54524,1,115,175,Preventive,0,450,No
L54525,1,114,174,Preventive,1,450,No
L54526,1,113,173,Preventive,1,450,No
L54527,1,112,172,Preventive,1,450,No
H36762,1,111,171,Preventive,1,1150,No
L54529,1,108,168,Preventive,2,450,No
L54530,1,107,167,Preventive,2,450,No
L54531,1,106,166,Preventive,2,450,No
M22212,1,105,165,Preventive,2,750,No
L54533,1,104,164,Preventive,2,450,No
M22214,2,103,163,Preventive,2,900,No
L54535,2,101,161,Preventive,3,600,No
L54536,2,100,160,Preventive,3,600,No
L54537,2,99,159,Preventive,3,600,No
M22218,2,98,158,Preventive,3,900,No
M22219,2,97,157,Preventive,3,900,No
L54540,2,95,155,Preventive,4,600,No
L54541,2,94,154,Preventive,4,600,No
L54542,2,93,153,Preventive,4,600,No
L54543,2,92,152,Preventive,4,600,No
L54544,2,91,151,Preventive,4,600,No
L54545,2,90,150,Preventive,5,600,No
H36780,2,89,149,Preventive,5,1300,No
M22227,2,87,147,Preventive,5,900,No
M22228,3,85,145,Preventive,5,1050,No
M22229,3,84,144,Preventive,6,1050,No
M22230,3,82,142,Preventive,6,1050,No
L54551,3,81,141,Preventive,6,750,No
L54552,3,80,140,Preventive,6,750,No
L54553,3,79,139,Preventive,6,750,No
L54554,3,78,138,Preventive,7,750,No
M22235,3,77,137,Preventive,7,1050,No
L54556,3,75,135,Preventive,7,750,No
L54557,3,74,134,Preventive,7,750,No
L54558,3,73,133,Preventive,7,750,No
M22239,3,72,132,Preventive,8,1050,No
L54560,3,71,131,Preventive,8,750,No
L54561,3,70,130,Preventive,8,750,No
L54562,3,69,129,Preventive,8,750,No
M22243,4,68,128,Preventive,8,1200,No
L54564,4,66,126,Preventive,9,900,No
M22245,4,65,125,Preventive,9,1200,No
M22246,4,64,124,Preventive,9,1200,No
H36801,4,62,122,Preventive,9,1600,No
M22248,4,60,120,Corrective,10,1200,No
L54569,4,58,118,Corrective,10,900,No
M22250,4,57,117,Corrective,10,1200,No
L54571,4,56,116,Corrective,10,900,No
M22252,4,55,115,Corrective,10,1200,No
M22253,4,53,113,Corrective,11,1200,No
L54574,4,52,112,Corrective,11,900,No
M22255,4,51,111,Corrective,11,1200,No
L54576,5,49,109,Corrective,11,1050,No
L54577,5,48,108,Corrective,12,1050,No
M22258,5,47,107,Corrective,12,1350,No
L54579,5,46,106,Corrective,12,1050,No
M22260,5,45,105,Corrective,12,1350,No
L54581,5,43,103,Corrective,12,1050,No
M22262,5,42,102,Corrective,13,1350,No
L54583,5,41,101,Corrective,13,1050,No
L54584,5,40,100,Corrective,13,1050,No
M22265,5,39,99,Corrective,13,1350,No
L54586,5,37,97,Corrective,13,1050,No
H36821,5,36,96,Corrective,14,1750,No
L54588,5,34,94,Corrective,14,1050,No
L54589,6,33,93,Corrective,14,1200,No
L54590,6,32,92,Corrective,14,1200,No
L54591,6,31,91,Corrective,14,1200,No
L54592,6,30,90,Corrective,15,1200,No
M22273,6,29,89,Corrective,15,1500,No
L54594,6,27,87,Corrective,15,1200,No
L54595,6,26,86,Corrective,15,1200,No
M22276,6,25,85,Corrective,15,1500,No
M22277,6,24,84,Corrective,16,1500,No
M22278,6,22,82,Corrective,16,1500,No
L54599,6,21,81,Corrective,16,1200,No
L54600,6,20,80,Corrective,16,1200,No
M22281,6,19,79,Corrective,16,1500,No
L54602,6,17,77,Corrective,17,1200,No
L54603,6,16,76,Corrective,17,1200,No
M22284,7,15,75,Corrective,17,1650,No
M22285,7,14,74,Corrective,17,1650,No
M22286,9,12,72,Emergency,42,1950,Yes
L54607,1,120,180,Preventive,0,450,No
M22288,1,119,179,Preventive,0,750,No
L54609,1,118,178,Preventive,0,450,No
M22290,1,117,177,Preventive,0,750,No
M22291,1,115,175,Preventive,0,750,No
L54612,1,114,174,Preventive,1,450,No
M22293,1,113,173,Preventive,1,750,No
L54614,1,111,171,Preventive,1,450,No
L54615,1,110,170,Preventive,1,450,No
L54616,1,109,169,Preventive,1,450,No
L54617,1,108,168,Preventive,2,450,No
L54618,1,107,167,Preventive,2,450,No
L54619,1,106,166,Preventive,2,450,No
L54620,1,105,165,Preventive,2,450,No
M22301,1,104,164,Preventive,2,750,No
L54622,2,103,163,Preventive,2,600,No
H36857,2,102,162,Preventive,3,1300,No
L54624,2,99,159,Preventive,3,600,No
L54625,2,98,158,Preventive,3,600,No
L54626,2,97,157,Preventive,3,600,No
M22307,2,96,156,Preventive,4,900,No
L54628,2,95,155,Preventive,4,600,No
L54629,2,94,154,Preventive,4,600,No
L54630,2,93,153,Preventive,4,600,No
L54631,2,92,152,Preventive,4,600,No
L54632,2,91,151,Preventive,4,600,No
H36867,2,90,150,Preventive,5,1300,No
L54634,2,87,147,Preventive,5,600,No
M22315,2,86,146,Preventive,5,900,No
M22316,3,85,145,Preventive,5,1050,No
L54637,3,83,143,Preventive,6,750,No
M22318,3,82,142,Preventive,6,1050,No
L54639,3,81,141,Preventive,6,750,No
L54640,3,80,140,Preventive,6,750,No
L54641,3,79,139,Preventive,6,750,No
L54642,3,78,138,Preventive,7,750,No
H36877,3,77,137,Preventive,7,1450,No
L54644,3,74,134,Preventive,7,750,No
M22325,3,73,133,Preventive,7,1050,No
H36880,3,72,132,Preventive,8,1450,No
H36881,3,69,129,Preventive,8,1450,No
L54648,4,67,127,Preventive,8,900,No
L54649,4,66,126,Preventive,9,900,No
L54650,4,65,125,Preventive,9,900,No
L54651,4,64,124,Preventive,9,900,No
M22332,4,63,123,Preventive,9,1200,No
M22333,4,61,121,Preventive,9,1200,No
L54654,4,60,120,Corrective,10,900,No
H36889,4,59,119,Corrective,10,1600,No
L54656,4,56,116,Corrective,10,900,No
M22337,4,55,115,Corrective,10,1200,No
L54658,4,54,114,Corrective,11,900,No
M22339,4,53,113,Corrective,11,1200,No
M22340,4,51,111,Corrective,11,1200,No
H36895,5,50,110,Corrective,11,1750,No
M22342,5,47,107,Corrective,12,1350,No
L54663,5,46,106,Corrective,12,1050,No
M22344,5,45,105,Corrective,12,1350,No
L54665,5,43,103,Corrective,12,1050,No
L54666,5,42,102,Corrective,13,1050,No
L54667,5,41,101,Corrective,13,1050,No
L54668,5,40,100,Corrective,13,1050,No
M22349,5,39,99,Corrective,13,1350,No
M22350,5,38,98,Corrective,13,1350,No
L54671,5,36,96,Corrective,14,1050,No
M22352,5,35,95,Corrective,14,1350,No
L54673,5,34,94,Corrective,14,1050,No
L54674,6,33,93,Corrective,14,1200,No
L54675,6,32,92,Corrective,14,1200,No
L54676,6,31,91,Corrective,14,1200,No
M22357,6,30,90,Corrective,15,1500,No
M22358,6,28,88,Corrective,15,1500,No
L54679,6,27,87,Corrective,15,1200,No
L54680,6,26,86,Corrective,15,1200,No
L54681,6,25,85,Corrective,15,1200,No
H36916,6,24,84,Corrective,16,1900,No
M22363,6,21,81,Corrective,16,1500,No
L54684,6,20,80,Corrective,16,1200,No
L54685,6,19,79,Corrective,16,1200,No
L54686,6,18,78,Corrective,17,1200,No
L54687,6,17,77,Corrective,17,1200,No
M22368,6,16,76,Corrective,17,1500,No
L54689,9,14,74,Emergency,41,1650,Yes
L54690,9,13,73,Emergency,41,1650,Yes
L54691,1,120,180,Preventive,0,450,No
M22372,1,119,179,Preventive,0,750,No
L54693,1,118,178,Preventive,0,450,No
L54694,1,117,177,Preventive,0,450,No
M22375,1,116,176,Preventive,0,750,No
M22376,1,114,174,Preventive,1,750,No
L54697,1,113,173,Preventive,1,450,No
L54698,1,112,172,Preventive,1,450,No
L54699,1,111,171,Preventive,1,450,No
L54700,1,110,170,Preventive,1,450,No
M22381,1,109,169,Preventive,1,750,No
L54702,1,107,167,Preventive,2,450,No
M22383,1,106,166,Preventive,2,750,No
L54704,1,105,165,Preventive,2,450,No
H36939,1,104,164,Preventive,2,1150,No
L54706,2,101,161,Preventive,3,600,No
L54707,2,100,160,Preventive,3,600,No
M22388,2,99,159,Preventive,3,900,No
L54709,2,98,158,Preventive,3,600,No
M22390,2,97,157,Preventive,3,900,No
H36945,2,95,155,Preventive,4,1300,No
M22392,2,93,153,Preventive,4,900,No
L54713,2,91,151,Preventive,4,600,No
L54714,2,90,150,Preventive,5,600,No
L54715,2,89,149,Preventive,5,600,No
L54716,4,88,148,Emergency,29,900,Yes
L54717,2,87,147,Preventive,5,600,No
M22398,2,86,146,Preventive,5,900,No
L54719,3,85,145,Preventive,5,750,No
M22400,3,84,144,Preventive,6,1050,No
M22401,3,82,142,Preventive,6,1050,No
M22402,3,81,141,Preventive,6,1050,No
L54723,3,79,139,Preventive,6,750,No
L54724,3,78,138,Preventive,7,750,No
L54725,3,77,137,Preventive,7,750,No
H36960,3,76,136,Preventive,7,1450,No
L54727,3,74,134,Preventive,7,750,No
L54728,3,73,133,Preventive,7,750,No
L54729,3,72,132,Preventive,8,750,No
M22410,3,71,131,Preventive,8,1050,No
M22411,3,69,129,Preventive,8,1050,No
L54732,4,68,128,Preventive,8,900,No
L54733,4,67,127,Preventive,8,900,No
M22414,4,66,126,Preventive,9,1200,No
L54735,4,64,124,Preventive,9,900,No
L54736,4,63,123,Preventive,9,900,No
M22417,4,62,122,Preventive,9,1200,No
M22418,4,61,121,Preventive,9,1200,No
M22419,4,59,119,Corrective,10,1200,No
M22420,4,58,118,Corrective,10,1200,No
L54741,4,56,116,Corrective,10,900,No
M22422,4,55,115,Corrective,10,1200,No
M22423,4,54,114,Corrective,11,1200,No
M22424,6,52,112,Emergency,35,1500,Yes
M22425,4,51,111,Corrective,11,1200,No
L54746,5,49,109,Corrective,11,1050,No
M22427,5,48,108,Corrective,12,1350,No
L54748,5,47,107,Corrective,12,1050,No
L54749,7,46,106,Emergency,36,1350,Yes
H36984,5,45,105,Corrective,12,1750,No
L54751,5,42,102,Corrective,13,1050,No
L54752,5,41,101,Corrective,13,1050,No
L54753,5,40,100,Corrective,13,1050,No
L54754,5,39,99,Corrective,13,1050,No
L54755,5,38,98,Corrective,13,1050,No
M22436,5,37,97,Corrective,13,1350,No
L54757,5,36,96,Corrective,14,1050,No
L54758,5,35,95,Corrective,14,1050,No
L54759,5,34,94,Corrective,14,1050,No
L54760,6,33,93,Corrective,14,1200,No
M22441,6,32,92,Corrective,14,1500,No
H36996,6,30,90,Corrective,15,1900,No
L54763,6,28,88,Corrective,15,1200,No
L54764,6,27,87,Corrective,15,1200,No
L54765,6,26,86,Corrective,15,1200,No
L54766,6,25,85,Corrective,15,1200,No
L54767,6,24,84,Corrective,16,1200,No
L54768,6,23,83,Corrective,16,1200,No
L54769,6,22,82,Corrective,16,1200,No
M22450,6,21,81,Corrective,16,1500,No
M22451,8,19,79,Emergency,40,1800,Yes
M22452,6,18,78,Corrective,17,1500,No
L54773,8,16,76,Emergency,41,1500,Yes
L54774,1,120,180,Preventive,0,450,No
H37009,1,119,179,Preventive,0,1150,No
L54776,1,117,177,Preventive,0,450,No
L54777,1,116,176,Preventive,0,450,No
L54778,1,115,175,Preventive,0,450,No
L54779,1,114,174,Preventive,1,450,No
M22460,1,113,173,Preventive,1,750,No
L54781,1,111,171,Preventive,1,450,No
L54782,1,110,170,Preventive,1,450,No
L54783,1,109,169,Preventive,1,450,No
L54784,1,108,168,Preventive,2,450,No
H37019,1,107,167,Preventive,2,1150,No
M22466,1,105,165,Preventive,2,750,No
M22467,1,103,163,Preventive,2,750,No
L54788,2,102,162,Preventive,3,600,No
L54789,2,101,161,Preventive,3,600,No
M22470,2,100,160,Preventive,3,900,No
L54791,2,98,158,Preventive,3,600,No
M22472,2,97,157,Preventive,3,900,No
L54793,2,96,156,Preventive,4,600,No
L54794,2,95,155,Preventive,4,600,No
L54795,2,94,154,Preventive,4,600,No
M22476,2,93,153,Preventive,4,900,No
L54797,2,91,151,Preventive,4,600,No
M22478,2,90,150,Preventive,5,900,No
L54799,2,89,149,Preventive,5,600,No
L54800,2,88,148,Preventive,5,600,No
L54801,2,87,147,Preventive,5,600,No
M22482,2,86,146,Preventive,5,900,No
L54803,3,84,144,Preventive,6,750,No
L54804,3,83,143,Preventive,6,750,No
L54805,3,82,142,Preventive,6,750,No
H37040,3,81,141,Preventive,6,1450,No
L54807,3,79,139,Preventive,6,750,No
L54808,3,78,138,Preventive,7,750,No
M22489,3,77,137,Preventive,7,1050,No
L54810,3,75,135,Preventive,7,750,No
L54811,3,74,134,Preventive,7,750,No
L54812,3,73,133,Preventive,7,750,No
L54813,3,72,132,Preventive,8,750,No
M22494,3,71,131,Preventive,8,1050,No
L54815,3,70,130,Preventive,8,750,No
L54816,3,69,129,Preventive,8,750,No
H37051,4,68,128,Preventive,8,1600,No
L54818,4,65,125,Preventive,9,900,No
L54819,4,64,124,Preventive,9,900,No
L54820,4,63,123,Preventive,9,900,No
M22501,4,62,122,Preventive,9,1200,No
M22502,4,61,121,Preventive,9,1200,No
H37057,4,59,119,Corrective,10,1600,No
L54824,4,57,117,Corrective,10,900,No
L54825,4,56,116,Corrective,10,900,No
L54826,4,55,115,Corrective,10,900,No
L54827,4,54,114,Corrective,11,900,No
L54828,4,53,113,Corrective,11,900,No
H37063,4,52,112,Corrective,11,1600,No
L54830,5,49,109,Corrective,11,1050,No
M22511,5,48,108,Corrective,12,1350,No
L54832,5,47,107,Corrective,12,1050,No
L54833,5,46,106,Corrective,12,1050,No
M22514,5,45,105,Corrective,12,1350,No
L54835,5,43,103,Corrective,12,1050,No
L54836,5,42,102,Corrective,13,1050,No
L54837,5,41,101,Corrective,13,1050,No
M22518,5,40,100,Corrective,13,1350,No
L54839,5,39,99,Corrective,13,1050,No
M22520,5,38,98,Corrective,13,1350,No
L54841,5,36,96,Corrective,14,1050,No
M22522,5,35,95,Corrective,14,1350,No
L54843,5,34,94,Corrective,14,1050,No
H37078,6,33,93,Corrective,14,1900,No
L54845,6,30,90,Corrective,15,1200,No
M22526,6,29,89,Corrective,15,1500,No
L54847,6,28,88,Corrective,15,1200,No
L54848,6,27,87,Corrective,15,1200,No
L54849,8,26,86,Emergency,39,1500,Yes
L54850,6,25,85,Corrective,15,1200,No
M22531,6,24,84,Corrective,16,1500,No
M22532,6,22,82,Corrective,16,1500,No
M22533,6,21,81,Corrective,16,1500,No
L54854,6,19,79,Corrective,16,1200,No
L54855,6,18,78,Corrective,17,1200,No
L54856,6,17,77,Corrective,17,1200,No
L54857,6,16,76,Corrective,17,1200,No
M22538,7,15,75,Corrective,17,1650,No
L54859,7,14,74,Corrective,17,1350,No
L54860,7,13,73,Corrective,17,1350,No
L54861,7,12,72,Corrective,18,1350,No
M22542,7,11,71,Corrective,18,1650,No
L54863,7,9,69,Corrective,18,1350,No
M22544,7,8,68,Corrective,18,1650,No
L54865,7,7,67,Corrective,18,1350,No
M22546,7,6,66,Corrective,19,1650,No
M22547,9,5,64,Emergency,43,1950,Yes
L54868,1,120,180,Preventive,0,450,No
L54869,1,119,179,Preventive,0,450,No
M22550,1,118,178,Preventive,0,750,No
M22551,1,117,177,Preventive,0,750,No
H37106,1,115,175,Preventive,0,1150,No
L54873,1,113,173,Preventive,1,450,No
H37108,1,112,172,Preventive,1,1150,No
L54875,1,109,169,Preventive,1,450,No
H37110,1,108,168,Preventive,2,1150,No
L54877,1,106,166,Preventive,2,450,No
L54878,1,105,165,Preventive,2,450,No
M22559,1,104,164,Preventive,2,750,No
M22560,2,102,162,Preventive,3,900,No
H37115,2,101,161,Preventive,3,1300,No
M22562,2,98,158,Preventive,3,900,No
H37117,2,97,157,Preventive,3,1300,No
M22564,2,94,154,Preventive,4,900,No
L54885,2,93,153,Preventive,4,600,No
L54886,2,92,152,Preventive,4,600,No
H37121,2,91,151,Preventive,4,1300,No
L54888,2,88,148,Preventive,5,600,No
L54889,2,87,147,Preventive,5,600,No
M22570,2,86,146,Preventive,5,900,No
L54891,3,85,145,Preventive,5,750,No
L54892,3,84,144,Preventive,6,750,No
M22573,3,83,143,Preventive,6,1050,No
L54894,3,81,141,Preventive,6,750,No
L54895,3,80,140,Preventive,6,750,No
M22576,3,79,139,Preventive,6,1050,No
L54897,3,78,138,Preventive,7,750,No
H37132,3,77,137,Preventive,7,1450,No
H37133,3,74,134,Preventive,7,1450,No
H37134,3,72,132,Preventive,8,1450,No
L54901,3,69,129,Preventive,8,750,No
L54902,3,68,128,Preventive,8,750,No
L54903,4,67,127,Preventive,8,900,No
M22584,4,66,126,Preventive,9,1200,No
L54905,4,65,125,Preventive,9,900,No
M22586,4,64,124,Preventive,9,1200,No
M22587,4,62,122,Preventive,9,1200,No
L54908,4,61,121,Preventive,9,900,No
H37143,4,60,120,Corrective,10,1600,No
L54910,4,57,117,Corrective,10,900,No
L54911,4,56,116,Corrective,10,900,No
L54912,4,55,115,Corrective,10,900,No
L54913,4,54,114,Corrective,11,900,No
L54914,4,53,113,Corrective,11,900,No
L54915,4,52,112,Corrective,11,900,No
H37150,4,51,111,Corrective,11,1600,No
M22597,5,49,109,Corrective,11,1350,No
M22598,5,47,107,Corrective,12,1350,No
L54919,5,46,106,Corrective,12,1050,No
L54920,5,45,105,Corrective,12,1050,No
